ucgid,B07201_014EA,B07201_014MA,B07201_013MA,B07201_013EA,B07201_012MA,B07201_012EA,B07201_011MA,B07201_011EA,B07201_010EA,B07201_010MA,B07201_009EA,B07201_009MA,B07201_008MA,B07201_008EA,B07201_007MA,B07201_007EA,B07201_006MA,B07201_006EA,B07201_005MA,B07201_005EA,B07201_004EA,B07201_004MA,B07201_003EA,B07201_003MA,B07201_002MA,B07201_002EA,B07201_001MA,B07201_001EA,NAME,B07201_014M,B07201_014E,B07201_013M,B07201_013E,B07201_012M,B07201_012E,B07201_011M,B07201_011E,B07201_010M,B07201_010E,B07201_009M,B07201_009E,B07201_008M,B07201_008E,B07201_007M,B07201_007E,B07201_006M,B07201_006E,B07201_005M,B07201_005E,B07201_004M,B07201_004E,B07201_003M,B07201_003E,B07201_002M,B07201_002E,B07201_001M,B07201_001E,GEO_ID
3100000US27500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Janesville, WI Metro Area",301,406,887,1029,262,392,434,529,531,921,494,1178,1473,3588,1562,4766,2243,7513,1404,4468,2498,11981,3338,18697,3575,133140,604,152243,3100000US27500
3100000US27620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson City, MO Metro Area",358,289,580,1087,331,452,697,903,731,1355,876,2080,512,900,1023,2980,1881,5775,1680,4425,2617,10200,3005,15622,3374,117856,1923,133767,3100000US27620
3100000US27740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson City, TN Metro Area",566,605,514,813,660,1085,268,0,660,1085,1673,3128,2063,4378,2811,7506,3074,10227,2292,7440,3788,17667,4801,27071,4864,151837,685,179513,3100000US27740
3100000US27780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnstown, PA Metro Area",249,326,96,71,336,615,740,637,820,1252,870,1956,673,1390,1227,3346,1811,6156,1028,3544,1752,9700,2176,14369,2292,122604,432,137299,3100000US27780
3100000US27860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jonesboro, AR Metro Area",184,198,563,1043,646,916,609,760,904,1676,1356,2335,1030,1910,1707,4245,1853,5932,2026,6387,2621,12319,2977,19283,3481,88208,2470,107689,3100000US27860
3100000US27900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Joplin, MO Metro Area",354,667,1212,2711,730,809,352,402,806,1211,966,2349,1182,2791,1524,5140,2186,10734,1804,7492,2870,18226,3368,27288,3554,131851,716,159806,3100000US27900
3100000US27980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kahului-Wailuku, HI Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US27980
3100000US28020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kalamazoo-Portage, MI Metro Area",506,894,746,991,894,2383,499,695,1060,3078,2217,9101,1384,4842,2583,13943,2884,14050,4113,27689,4899,41739,5083,59751,5098,242784,810,303429,3100000US28020
3100000US28060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kalispell, MT Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US28060
3100000US28100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kankakee-Bradley, IL Metro Area",227,241,550,620,337,368,129,87,368,455,2125,5321,1111,1679,2403,7000,1301,3461,2672,5830,2610,9291,3520,17366,3457,84623,443,102230,3100000US28100
3100000US28140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kansas City, MO-KS Metro Area",1914,7536,2142,7360,1287,4024,1764,7342,2282,11366,3646,18085,4983,29905,6578,47990,12619,151329,7137,100099,13774,251428,14854,318144,14486,1558451,4536,1884131,3100000US28140
3100000US28300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Keene, NH Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US28300
3100000US28420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kennewick-Richland-Pasco, WA Metro Area",396,754,302,230,454,646,759,1284,902,1930,3054,6344,2513,6550,3951,12894,1880,5746,4220,19695,4712,25441,5913,40495,5952,175408,689,216657,3100000US28420
3100000US28580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Key West-Marathon, FL Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US28580
3100000US28660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Killeen-Temple-Fort Hood, TX Metro Area",4739,15727,615,858,775,1405,1302,2150,1591,3555,2716,12992,3014,13033,3780,26025,4572,16722,5655,26314,6667,43036,7419,73474,7595,233799,3484,323000,3100000US28660
3100000US28700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kingsport-Bristol-Bristol, TN-VA Metro Area",313,457,906,1797,635,773,324,199,662,972,1376,3897,1544,3748,2261,7645,4311,19136,3139,11930,5361,31066,6100,41480,6793,253174,3036,295111,3100000US28700
3100000US28740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kingston, NY Metro Area",120,136,518,480,205,219,194,158,283,377,1713,3795,1938,4565,2594,8360,2143,8857,1535,3684,2902,12541,3663,21758,3703,147494,666,169388,3100000US28740
3100000US28900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Klamath Falls, OR Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US28900
3100000US28940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knoxville, TN Metro Area",991,1344,2483,4773,1746,4431,1047,2295,2060,6726,2780,10302,2443,9583,3738,19885,6665,46091,5845,39533,7945,85624,8841,117008,9110,509734,2907,628086,3100000US28940
3100000US29020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kokomo, IN Metro Area",46,26,120,123,1102,1261,405,606,1127,1867,643,1166,360,441,739,1607,2099,5518,2202,7967,2647,13485,2773,17082,3132,83980,2059,101088,3100000US29020
3100000US29100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"La Crosse, WI-MN Metro Area",355,329,526,991,145,172,844,1180,850,1352,747,1914,463,806,902,2720,2262,6082,2862,9732,3363,15814,3632,20877,3633,100383,556,121589,3100000US29100
3100000US29140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lafayette, IN Metro Area",1173,2514,609,1276,389,703,633,1023,731,1726,2006,4908,1422,4495,2360,9403,2280,14823,3567,13824,3804,28647,4225,41052,4541,124265,2499,167831,3100000US29140
3100000US29180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lafayette, LA Metro Area",265,290,367,367,1204,2064,844,1580,1465,3644,2007,4148,1877,4545,2588,8693,2137,7576,3136,14092,3772,21668,4606,34372,4492,205509,568,240171,3100000US29180
3100000US29340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake Charles, LA Metro Area",202,216,416,370,1045,1069,420,365,1138,1434,1088,1982,1394,3006,1692,4988,4220,12905,4430,15311,5543,28216,5695,35008,6055,148513,2031,183737,3100000US29340
3100000US29380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake City, FL Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US29380
3100000US29420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake Havasu City-Kingman, AZ Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US29420
3100000US29460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lakeland, FL Metro Area",1501,2991,689,1562,1127,2473,502,921,1293,3394,3926,17968,3638,15058,4944,33026,7947,43163,5037,28575,9265,71738,10396,109720,9980,409860,1464,522571,3100000US29460
3100000US29540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lancaster, PA Metro Area",1098,2289,154,133,725,1338,240,196,737,1534,2209,8441,1275,4189,2671,12630,4528,29395,3470,14251,5336,43646,5506,57943,5446,410318,1029,470550,3100000US29540
3100000US29620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lansing-East Lansing, MI Metro Area",641,1212,519,1175,643,1082,453,883,770,1965,1753,8519,1614,6614,2412,15133,3238,21518,2929,23518,4329,45036,4550,63309,4587,364779,952,429300,3100000US29620
3100000US29700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Laredo, TX Metro Area",574,1608,995,1206,80,45,116,70,145,115,2237,2825,2447,3796,3316,6621,401,409,5371,26414,5400,26823,6374,34765,6465,180064,1261,216437,3100000US29700
3100000US29740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Las Cruces, NM Metro Area",1846,2548,524,505,615,954,646,905,878,1859,2232,4586,1618,4049,2742,8635,2705,5983,4344,21334,5121,27317,4994,38316,5068,140588,724,181452,3100000US29740
3100000US29820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Las Vegas-Paradise, NV Metro Area",4189,17954,1916,3729,866,2527,2026,4452,2231,6979,5088,37181,5825,56126,7897,93307,10265,98198,13623,160312,16515,258510,18611,362525,19110,1283175,3162,1663654,3100000US29820
3100000US29860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Laurel, MS Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US29860
3100000US29940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence, KS Metro Area",895,1091,1065,868,274,219,757,967,782,1186,858,2184,1032,3052,1233,5236,815,1330,2706,14536,2742,15866,2867,23156,3110,68832,401,93079,3100000US29940
3100000US30020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawton, OK Metro Area",659,1147,255,404,847,831,543,817,992,1648,1515,3185,1734,3367,2158,6552,1693,4343,2439,9508,2621,13851,3150,22455,3135,77299,639,100901,3100000US30020
3100000US30100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lebanon, NH-VT Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US30100
3100000US30140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lebanon, PA Metro Area",513,664,124,70,657,432,221,160,685,592,1522,3631,414,682,1581,4313,1892,5394,2241,5245,2436,10639,2452,15614,2654,103173,785,119451,3100000US30140
3100000US30340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewiston-Auburn, ME Metro Area",422,381,607,1119,258,157,114,96,284,253,1805,4261,411,806,1971,5067,1819,4848,2909,8476,3300,13324,3638,19763,3461,82627,562,102771,3100000US30340
3100000US30460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lexington-Fayette, KY Metro Area",1661,3317,1399,3262,1010,1884,1018,2432,1473,4316,1606,5592,2462,9190,2729,14782,3391,15615,5384,39784,5793,55399,6296,77759,6534,323573,3958,404649,3100000US30460
3100000US30500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lexington Park, MD Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US30500
3100000US30620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lima, OH Metro Area",235,261,578,451,431,669,830,1103,923,1772,682,810,962,1588,1226,2398,1525,3821,1514,5050,2219,8871,2706,13492,2600,86600,451,100353,3100000US30620
3100000US30700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln, NE Metro Area",1027,2015,2075,3052,483,788,1510,3060,1636,3848,1915,4325,914,2390,2156,6715,1379,3740,3618,30559,3777,34299,4734,47914,5072,214628,1626,264557,3100000US30700
3100000US30740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincolnton, NC Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US30740
3100000US30780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Little Rock-North Little Rock, AR Metro Area",966,2232,1606,3404,507,907,1583,3095,1672,4002,2638,7737,3098,12457,4059,20194,5784,44609,5632,40103,8160,84712,8602,112312,9428,499554,3226,614098,3100000US30780
3100000US30860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan, UT-ID Metro Area",282,465,458,563,970,1428,483,911,1238,2339,1690,3933,800,1776,1799,5709,1077,3796,2883,12413,2958,16209,3352,24820,3616,79072,1471,104357,3100000US30860
3100000US30980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Longview, TX Metro Area",567,818,831,1125,984,1312,559,559,1218,1871,1449,3071,1282,3373,1764,6444,2763,10471,3869,12288,4373,22759,4822,32199,6054,163571,3498,196588,3100000US30980
3100000US31020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Longview, WA Metro Area",333,456,446,572,229,294,340,433,427,727,1270,3033,947,2319,1642,5352,1796,6270,1769,4157,2403,10427,2625,17078,2787,76739,731,94273,3100000US31020
3100000US31100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",14127,116286,572,1582,1360,4328,801,2496,1591,6824,9190,93968,10236,132106,12898,226074,24569,531050,35147,790788,40538,1321838,41336,1556318,44657,10830677,8738,12503281,3100000US31100
3100000US31140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Louisville, KY-IN Metro Area",1462,4447,1441,3472,1068,2084,1552,4349,1836,6433,2478,11436,3285,15335,3879,26771,6236,50161,7599,81373,10976,131534,10485,168210,10571,995925,5371,1168582,3100000US31140
3100000US31180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lubbock, TX Metro Area",571,519,953,1730,612,980,585,985,833,1965,1517,3911,2042,6124,2527,10035,1837,4464,5585,42404,5972,46868,6038,60598,5747,186047,1907,247164,3100000US31180
3100000US31260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lufkin, TX Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US31260
3100000US31300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lumberton, NC Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US31300
3100000US31340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lynchburg, VA Metro Area",786,775,550,712,163,162,268,0,163,162,1404,5825,998,2780,1754,8605,3490,15950,2110,6782,4144,22732,4368,32211,5987,191736,4275,224722,3100000US31340
3100000US31420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Macon, GA Metro Area",428,531,666,678,824,860,1336,1595,1570,2455,740,1707,1161,2773,1458,4480,2481,6315,4852,21601,5370,27916,5588,35529,7089,178435,5573,214495,3100000US31420
3100000US31460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madera, CA Metro Area",817,997,429,257,268,0,268,0,268,0,1201,1936,2411,4394,2682,6330,2349,4743,3503,9863,3902,14606,4762,21193,4922,109224,718,131414,3100000US31460
3100000US31540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison, WI Metro Area",1210,3310,583,1430,936,3269,778,2032,1198,5301,2162,7184,3212,14451,3632,21635,2677,24811,4859,46702,5457,71513,5438,99879,5685,409845,902,513034,3100000US31540
3100000US31700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manchester-Nashua, NH Metro Area",1131,2197,2246,1723,1227,2739,1473,1972,2045,4711,3205,12496,1432,2826,3132,15322,2690,9952,5198,25953,5772,35905,6835,57661,6980,328280,1089,388138,3100000US31700
3100000US31740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manhattan, KS Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US31740
3100000US31820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manitowoc, WI Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US31820
3100000US31860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mankato-North Mankato, MN Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US31860
3100000US31900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mansfield, OH Metro Area",109,88,404,347,753,1054,1139,1344,1325,2398,907,1858,393,506,989,2364,1406,4821,2114,7940,2486,12761,3004,17870,3191,102238,470,120196,3100000US31900
3100000US31940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marinette, WI-MI Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US31940
3100000US31980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion, IN Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US31980
3100000US32300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martinsville, VA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US32300
3100000US32420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mayag?ez, PR Metro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US32420
3100000US32580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McAllen-Edinburg-Mission, TX Metro Area",2737,6884,1500,1228,1261,1891,1551,2771,1960,4662,2106,5522,6826,13265,7041,18787,5771,26657,8321,46589,9398,73246,11584,97923,12132,548701,2811,653508,3100000US32580
3100000US32740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meadville, PA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US32740
3100000US32780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medford, OR Metro Area",361,524,1151,1404,334,380,1622,2789,1657,3169,2429,5855,2253,6233,3342,12088,2388,11592,3404,11205,4189,22797,5332,39458,5259,148908,764,188890,3100000US32780
3100000US32820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Memphis, TN-MS-AR Metro Area",1810,3953,1938,4300,1669,4086,1869,5074,2251,9160,2593,10984,4195,21434,4827,32418,6738,58921,10882,120142,12504,179063,12924,224941,14008,988177,4990,1217071,3100000US32820
3100000US32900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Merced, CA Metro Area",511,801,268,0,246,161,736,521,664,682,2281,5067,2611,3918,3255,8985,4577,18595,3590,12887,5850,31482,5989,41149,6160,191104,953,233054,3100000US32900
3100000US32940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meridian, MS Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US32940
3100000US33100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miami-Fort Lauderdale-Miami Beach, FL Metro Area",7016,62813,986,2022,1242,2875,1502,3222,1678,6097,6492,58001,9435,91460,11404,149461,18659,348769,22235,329722,28404,678491,28252,836071,26384,4363711,3865,5262595,3100000US33100
3100000US33140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Michigan City-La Porte, IN Metro Area",228,197,268,0,68,40,462,384,465,424,1127,2488,387,700,1192,3188,585,941,2999,8639,3096,9580,3283,13192,3258,88979,711,102368,3100000US33140
3100000US33220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Midland, MI Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US33220
3100000US33260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Midland, TX Metro Area",562,505,1162,1286,289,233,324,268,436,501,788,1196,1139,2876,1446,4072,1068,1610,2791,10232,2903,11842,3278,17701,3737,99139,975,117345,3100000US33260
3100000US33340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Milwaukee-Waukesha-West Allis, WI Metro Area",1844,5099,599,1093,2687,4116,609,1173,2964,5289,3103,15204,3737,17803,4510,33007,7217,68677,7289,109524,10621,178201,11831,217590,11936,1237142,1873,1459831,3100000US33340
3100000US33460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3523,16790,2348,10975,1360,5910,2199,9904,2542,15814,3548,24512,5006,37866,6273,62378,13433,203155,8718,154005,13888,357160,15816,446327,15966,2569285,2964,3032402,3100000US33460
3100000US33540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Missoula, MT Metro Area",285,329,999,1669,116,95,1384,2027,1364,2122,966,1471,1936,4182,2230,5653,527,858,2525,10490,2651,11348,3092,20792,3173,74327,510,95448,3100000US33540
3100000US33660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mobile, AL Metro Area",905,1529,258,345,1931,2053,686,923,2051,2976,1284,3449,2265,6795,2697,10244,3669,16584,6120,28178,6328,44762,7239,58327,7114,327360,1370,387216,3100000US33660
3100000US33700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Modesto, CA Metro Area",1830,2956,148,149,561,736,141,125,564,861,3399,15527,2701,10476,4216,26003,5636,31917,7002,35587,9361,67504,9265,94517,9851,392548,1502,490021,3100000US33700
3100000US33740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe, LA Metro Area",193,187,850,1085,1170,1618,344,331,1197,1949,1130,1740,1600,2837,1952,4577,2196,11248,1970,5988,2928,17236,3253,24847,4399,136978,2644,162012,3100000US33740
3100000US33780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe, MI Metro Area",159,117,455,408,225,244,419,487,477,731,1330,2890,822,2360,1509,5250,1582,5104,1656,4532,2105,9636,2644,16025,2945,134354,820,150496,3100000US33780
3100000US33860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery, AL Metro Area",718,1605,1530,2221,1073,1732,600,865,1305,2597,1658,4749,1702,4436,2583,9185,2458,10182,5259,26135,5553,36317,5499,50320,6043,280681,2155,332606,3100000US33860
3100000US34060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgantown, WV Metro Area",135,134,387,498,231,278,175,147,290,425,1091,2633,837,2068,1378,4701,1747,4155,1657,6172,2366,10327,2607,15951,2671,89841,2151,105926,3100000US34060
3100000US34100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morristown, TN Metro Area",362,512,156,91,876,1561,443,314,995,1875,779,1774,822,1495,1064,3269,1498,5040,2459,7301,3011,12341,3195,17576,3912,112142,2358,130230,3100000US34100
3100000US34180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Moses Lake, WA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US34180
3100000US34340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mount Airy, NC Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US34340
3100000US34580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mount Vernon-Anacortes, WA Metro Area",1520,2681,115,168,570,652,406,490,617,1142,1676,4434,1177,3337,1869,7771,2398,7057,2218,7124,2991,14181,3313,23262,3139,84029,433,109972,3100000US34580
3100000US34620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Muncie, IN Metro Area",431,304,743,1301,632,809,141,110,661,919,1826,3396,770,1715,2059,5111,1491,3647,2536,11931,2932,15578,3191,22909,3304,84112,510,107325,3100000US34620
3100000US34740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Muskegon-Norton Shores, MI Metro Area",384,332,1410,1386,268,0,268,0,268,0,957,2210,1572,3120,1822,5330,2974,8777,2956,10514,3911,19291,4272,26007,4301,140897,763,167236,3100000US34740
3100000US34780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Muskogee, OK Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US34780
3100000US34820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Myrtle Beach-Conway-North Myrtle Beach, SC Metro Area",1588,1943,830,1160,1257,2278,417,777,1456,3055,3705,11811,1472,3136,4059,14947,2345,8326,3127,12421,3725,20747,5083,39909,4928,179462,1224,221314,3100000US34820
3100000US34900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Napa, CA Metro Area",797,1293,358,253,628,566,268,0,628,566,1681,2882,1489,3326,2498,6208,1892,4937,3194,10637,3186,15574,3794,22601,3751,101407,843,125301,3100000US34900
3100000US34940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Naples-Marco Island, FL Metro Area",956,2349,742,821,474,515,625,590,894,1105,2315,7525,2785,8520,3523,16045,4312,11064,3951,18659,5756,29723,7411,47694,7430,248873,807,298916,3100000US34940
3100000US34980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nashville-Davidson--Murfreesboro, TN Metro Area",1880,6538,1622,4835,1754,4541,1488,3674,2356,8215,4805,22382,3694,23699,6016,46081,7726,77474,9950,110930,13441,188404,14484,247535,14507,1110120,5131,1364193,3100000US34980
3100000US35100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Bern, NC Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US35100
3100000US35260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Castle, PA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US35260
3100000US35300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Haven-Milford, CT Metro Area",1633,5198,400,292,803,1259,188,157,778,1416,2693,11440,3505,17168,4525,28608,6123,42951,5258,22937,7629,65888,7942,96204,8132,706544,1633,807946,3100000US35300
3100000US35340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Iberia, LA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US35340
3100000US35380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Orleans-Metairie-Kenner, LA Metro Area",1113,2494,778,1511,1340,2754,1799,3713,2268,6467,2968,10704,3075,14377,4354,25081,9375,71957,9301,86802,10961,158759,11258,191818,11104,1077820,3160,1272132,3100000US35380
3100000US35420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Philadelphia-Dover, OH Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US35420
3100000US35620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",10590,150913,1891,5190,1749,5039,1485,3610,2425,8649,7162,85973,8099,111630,11652,197603,29150,776923,30849,795438,44308,1572361,45703,1783803,46183,16161168,8836,18095884,3100000US35620
3100000US35660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Niles-Benton Harbor, MI Metro Area",205,183,173,177,442,421,305,292,515,713,1003,3602,494,1407,1122,5009,2583,10830,1725,5751,3034,16581,3207,22480,3175,132646,1085,155309,3100000US35660
3100000US35900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"North Wilkesboro, NC Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US35900
3100000US35980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Norwich-New London, CT Metro Area",1290,2677,586,357,870,1539,446,379,950,1918,1751,5827,1210,3911,2100,9738,2801,12695,2006,6305,3428,19000,3959,31013,4228,216572,841,250262,3100000US35980
3100000US36020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oak Harbor, WA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US36020
3100000US36100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ocala, FL Metro Area",552,580,859,1154,681,1417,657,957,907,2374,3614,13656,2587,6231,4435,19887,3217,12496,3453,12268,4444,24764,5458,48179,5486,243622,994,292381,3100000US36100
3100000US36140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ocean City, NJ Metro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US36140
3100000US36220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Odessa, TX Metro Area",195,112,566,724,389,423,545,788,651,1211,1034,1417,908,1856,1255,3273,1082,1879,3673,15354,3737,17233,3713,22441,3694,99073,616,121626,3100000US36220
3100000US36260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ogden-Clearfield, UT Metro Area",741,1993,589,929,1181,1710,746,1147,1509,2857,1961,8269,2131,8407,2818,16676,6036,40321,4353,23323,7555,63644,7493,84106,7204,387349,2095,473448,3100000US36260
3100000US36300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ogdensburg-Massena, NY Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US36300
