ucgid,B07201_014EA,B07201_014MA,B07201_013MA,B07201_013EA,B07201_012MA,B07201_012EA,B07201_011MA,B07201_011EA,B07201_010EA,B07201_010MA,B07201_009EA,B07201_009MA,B07201_008MA,B07201_008EA,B07201_007MA,B07201_007EA,B07201_006MA,B07201_006EA,B07201_005MA,B07201_005EA,B07201_004EA,B07201_004MA,B07201_003EA,B07201_003MA,B07201_002MA,B07201_002EA,B07201_001MA,B07201_001EA,NAME,B07201_014M,B07201_014E,B07201_013M,B07201_013E,B07201_012M,B07201_012E,B07201_011M,B07201_011E,B07201_010M,B07201_010E,B07201_009M,B07201_009E,B07201_008M,B07201_008E,B07201_007M,B07201_007E,B07201_006M,B07201_006E,B07201_005M,B07201_005E,B07201_004M,B07201_004E,B07201_003M,B07201_003E,B07201_002M,B07201_002E,B07201_001M,B07201_001E,GEO_ID
3100000US18580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Corpus Christi, TX Metro Area",709,1248,1563,1675,1044,1736,1559,2014,1822,3750,2224,7081,2585,10770,3385,17851,3234,14939,5959,37096,6852,52035,7414,75311,8810,322421,3634,398980,3100000US18580
3100000US18700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Corvallis, OR Metro Area",589,845,198,155,250,297,1351,1675,1383,1972,957,2645,1410,3278,1687,5923,796,1336,1919,7107,2162,8443,2640,16493,2799,55961,281,73299,3100000US18700
3100000US18980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cullman, AL Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US18980
3100000US19060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland, MD-WV Metro Area",240,236,1704,2032,141,108,177,165,227,273,1050,2567,247,375,1107,2942,1113,3655,1194,2670,1599,6325,2732,11572,2923,80864,421,92672,3100000US19060
3100000US19100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dallas-Fort Worth-Arlington, TX Metro Area",6724,48906,2287,10728,2145,8727,3563,18141,4115,26868,8472,70890,8796,100391,12100,171281,16784,317491,23367,520646,29087,838137,32732,1047014,35722,4532613,6869,5628533,3100000US19100
3100000US19140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dalton, GA Metro Area",710,512,322,389,268,0,782,852,782,852,1410,2375,1571,1920,1992,4295,1866,5612,2752,10217,3314,15829,4118,21365,4408,106613,689,128490,3100000US19140
3100000US19180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Danville, IL Metro Area",91,81,99,58,129,98,161,133,208,231,468,874,1020,1320,1095,2194,1301,2967,1080,2579,1699,5546,1833,8029,1840,70542,315,78652,3100000US19180
3100000US19260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Danville, VA Metro Area",146,111,388,417,268,0,268,0,268,0,1178,2426,337,453,1221,2879,2427,6089,2201,5658,3323,11747,3220,15043,3145,90435,2634,105589,3100000US19260
3100000US19300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Daphne-Fairhope, AL Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US19300
3100000US19340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Davenport-Moline-Rock Island, IA-IL Metro Area",540,694,460,569,390,960,450,897,600,1857,1329,3485,1252,4410,1850,7895,2387,12508,3920,23329,4371,35837,5027,46158,5495,315000,2504,361852,3100000US19340
3100000US19380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dayton, OH Metro Area",917,1900,702,1143,736,1845,1901,3053,2049,4898,2645,11726,1924,8182,2979,19908,7799,66226,5164,35888,9113,102114,8853,128063,8914,676568,1224,806531,3100000US19380
3100000US19460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Decatur, AL Metro Area",143,102,234,193,577,533,99,68,581,601,1602,2532,953,1449,1801,3981,3368,11344,2289,7060,3860,18404,4049,23179,4185,121425,530,144706,3100000US19460
3100000US19500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Decatur, IL Metro Area",247,284,457,687,116,122,149,92,236,214,647,1153,1176,2198,1325,3351,1043,2397,2386,10215,2498,12612,2659,16864,2799,87475,569,104623,3100000US19500
3100000US19660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",807,1493,1095,1344,280,366,1035,1820,1071,2186,4155,17737,2994,11890,5082,29627,4512,26406,3922,19279,6136,45685,8294,78842,8572,389550,1360,469885,3100000US19660
3100000US19740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Denver-Aurora, CO Metro Area",3212,17919,1500,4135,1258,2734,2157,5782,2390,8516,4660,31939,8275,50523,9683,82462,11214,182596,11922,155053,15825,337649,16163,432762,16847,1837272,5238,2287953,3100000US19740
3100000US19780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Des Moines, IA Metro Area",549,1270,1567,4870,1360,2676,1243,2592,1873,5268,1984,7057,3127,10724,3955,17781,4365,26876,5823,33481,7024,60357,7511,88276,7625,414264,2387,503810,3100000US19780
3100000US19820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Detroit-Warren-Livonia, MI Metro Area",3215,19515,2277,5782,1607,3060,1239,4632,2079,7692,5481,33323,3898,30465,6855,63788,12225,256846,15522,235759,19737,492605,22516,569867,23014,3779007,4240,4368389,3100000US19820
3100000US20020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dothan, AL Metro Area",327,358,637,860,390,984,181,392,415,1376,992,2281,593,1831,1337,4112,2021,7702,1178,5861,2548,13563,2905,19911,3110,113087,535,133356,3100000US20020
3100000US20100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dover, DE Metro Area",473,667,169,171,494,779,190,139,537,918,1322,3489,1045,1529,1611,5018,2457,8502,2151,6336,3048,14838,3514,20945,3436,117523,556,139135,3100000US20100
3100000US20180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DuBois, PA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US20180
3100000US20220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dubuque, IA Metro Area",119,102,473,872,131,116,227,187,280,303,474,585,667,1024,944,1609,679,1318,1852,5577,1963,6895,2152,9679,2139,75426,405,85207,3100000US20220
3100000US20260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Duluth, MN-WI Metro Area",259,447,1616,3538,535,660,1451,1637,1493,2297,1213,3668,600,1903,1268,5571,2582,12109,2068,10544,3175,22653,3572,34059,3717,224277,1884,258783,3100000US20260
3100000US20380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dunn, NC Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US20380
3100000US20500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Durham, NC Metro Area",1464,4059,495,579,499,515,306,441,561,956,2939,10851,2828,14479,3931,25330,3972,27123,4811,27806,5857,54929,6099,81794,5777,343119,1448,428972,3100000US20500
3100000US20620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"East Liverpool-Salem, OH Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US20620
3100000US20700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"East Stroudsburg, PA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US20700
3100000US20740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eau Claire, WI Metro Area",192,301,1143,2103,662,879,323,403,719,1282,1059,2989,1278,2814,1863,5803,1585,6743,2746,8682,3088,15425,3129,24613,3241,119080,538,143994,3100000US20740
3100000US20940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"El Centro, CA Metro Area",2131,4035,137,115,287,233,268,0,287,233,975,1550,1632,3134,1921,4684,4476,9520,1897,4606,4829,14126,4926,19158,5493,118346,1065,141539,3100000US20940
3100000US21060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elizabethtown, KY Metro Area",780,1119,367,396,515,753,318,292,602,1045,1453,2725,1059,1796,1845,4521,2992,9294,1646,3534,3437,12828,3581,18790,4177,84368,1892,104277,3100000US21060
3100000US21140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elkhart-Goshen, IN Metro Area",546,566,492,573,925,894,331,300,972,1194,2289,3414,920,2004,2341,5418,2234,7597,5234,21574,5251,29171,5837,36356,6111,152473,828,189395,3100000US21140
3100000US21300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elmira, NY Metro Area",212,136,246,213,418,592,282,297,615,889,396,593,286,384,483,977,1151,2820,1838,6624,2058,9444,2076,11523,2056,71541,517,83200,3100000US21300
3100000US21340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"El Paso, TX Metro Area",3604,8154,1079,1529,461,481,1505,2248,1585,2729,2016,5271,2310,8049,2977,13320,1656,3986,7123,67190,7619,71176,8079,88754,9413,600348,1906,697256,3100000US21340
3100000US21460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Enterprise-Ozark, AL Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US21460
3100000US21500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Erie, PA Metro Area",380,683,321,303,883,1968,800,1025,1214,2993,1482,3431,1149,2705,1997,6136,2833,11710,2980,17931,3869,29641,4342,39073,4474,223406,785,263162,3100000US21500
3100000US21660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eugene-Springfield, OR Metro Area",949,2040,1704,2350,1077,2092,1140,2070,1392,4162,1700,6750,3160,12325,3746,19075,2408,11682,4887,37053,5420,48735,6203,74322,6098,247367,1017,323729,3100000US21660
3100000US21700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eureka-Arcata-Fortuna, CA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US21700
3100000US21780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Evansville, IN-KY Metro Area",113,151,306,603,310,431,733,1060,802,1491,1233,4103,1102,3472,1737,7575,2307,16489,2847,17259,3514,33748,3923,43417,4327,293244,1951,336812,3100000US21780
3100000US21820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fairbanks, AK Metro Area",701,826,649,827,194,155,359,327,414,482,1274,2419,1294,3176,1687,5595,768,1673,2071,7304,2079,8977,2585,15881,2684,66190,424,82897,3100000US21820
3100000US21940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fajardo, PR Metro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US21940
3100000US22020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fargo, ND-MN Metro Area",681,665,652,1711,412,559,1107,1816,1151,2375,908,1965,1374,3292,1358,5257,1733,8394,2516,14746,3281,23140,3153,32483,3555,139971,1850,173119,3100000US22020
3100000US22140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Farmington, NM Metro Area",342,255,2871,2182,199,119,331,516,387,635,881,836,1467,2624,1827,3460,2548,5485,2070,4909,3245,10394,4102,16671,3946,106427,688,123353,3100000US22140
3100000US22180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayetteville, NC Metro Area",1198,3038,863,1352,1035,2196,675,1147,1325,3343,2067,7483,2213,8053,3126,15536,5009,19222,3800,20041,5829,39263,6306,59494,6522,255263,1357,317795,3100000US22180
3100000US22220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",1665,2063,1748,3135,1032,2126,1975,3619,2225,5745,3334,11753,3273,11113,4297,22866,3842,19583,4869,40031,6524,59614,8071,91360,8289,295255,3949,388678,3100000US22220
3100000US22300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Findlay, OH Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US22300
3100000US22380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Flagstaff, AZ Metro Area",1569,1393,1462,1493,128,105,668,682,673,787,1286,3133,984,2250,1346,5383,2328,5168,2470,9383,3620,14551,3656,22214,3640,95257,731,118864,3100000US22380
3100000US22420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Flint, MI Metro Area",316,472,1392,1580,1217,1354,356,461,1278,1815,2178,7663,1623,4077,2684,11740,4530,28175,6619,27781,9381,55956,9027,71091,9336,360505,1154,432068,3100000US22420
3100000US22500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Florence, SC Metro Area",208,303,1191,1628,63,38,297,278,283,316,972,1949,1480,3227,1538,5176,2492,9265,2503,7189,3642,16454,3542,23574,3803,166618,859,190495,3100000US22500
3100000US22520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Florence-Muscle Shoals, AL Metro Area",138,114,1252,2055,575,495,348,268,668,763,675,1148,942,2230,1194,3378,2965,12292,2136,7590,3661,19882,3999,26078,4207,112000,597,138192,3100000US22520
3100000US22540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fond du Lac, WI Metro Area",222,270,432,405,640,1010,156,149,672,1159,750,1461,599,1228,972,2689,1009,2616,2153,7316,2512,9932,2722,14185,2766,78819,377,93274,3100000US22540
3100000US22660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fort Collins-Loveland, CO Metro Area",647,1496,1049,1888,455,594,644,1173,789,1767,1693,6675,3155,8700,3602,15375,1396,4835,4670,34948,5024,39783,5999,58813,5861,200594,763,260903,3100000US22660
3100000US22840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fort Payne, AL Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US22840
3100000US22900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fort Smith, AR-OK Metro Area",705,643,1123,2057,467,735,965,1220,1110,1955,952,1873,1890,4156,2173,6029,4230,25171,3506,14489,5244,39660,5775,49701,5857,224589,3152,274933,3100000US22900
3100000US23020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fort Walton Beach-Crestview-Destin, FL Metro Area",1228,3398,517,860,319,335,881,787,856,1122,2095,6983,1672,5209,2594,12192,2787,10353,2604,11862,4013,22215,4292,36389,4513,134913,734,174700,3100000US23020
3100000US23060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fort Wayne, IN Metro Area",1314,2015,316,391,1861,4339,605,1365,1966,5704,1339,3727,1631,4010,2124,7737,2877,12449,5241,30011,5955,42460,5898,56292,6272,331364,2251,389671,3100000US23060
3100000US23180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frankfort, KY Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US23180
3100000US23420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fresno, CA Metro Area",4287,7345,1518,1399,268,0,1457,1492,1457,1492,2722,11953,3214,12111,4392,24064,6330,28255,9162,85227,10725,113482,10133,140437,11729,695987,2138,843769,3100000US23420
3100000US23460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gadsden, AL Metro Area",216,179,268,0,532,869,859,1434,1025,2303,1283,2126,1451,2742,1920,4868,1205,3377,1903,5259,2223,8636,3042,15807,3027,83606,590,99592,3100000US23460
3100000US23540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gainesville, FL Metro Area",868,1639,553,931,1022,1104,403,469,1170,1573,1750,7419,1586,6425,2288,13844,2213,7998,3714,30824,4580,38822,4675,55170,5093,163525,1870,220334,3100000US23540
3100000US23580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gainesville, GA Metro Area",1087,1485,1795,1867,325,292,219,181,434,473,2594,7167,878,1996,2497,9163,1482,3849,3729,9223,4200,13072,5046,24575,5247,134077,706,160137,3100000US23580
3100000US23660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Galesburg, IL Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US23660
3100000US23700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gallup, NM Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US23700
3100000US23900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gettysburg, PA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US23900
3100000US24020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Glens Falls, NY Metro Area",268,0,267,280,486,796,268,0,486,796,985,2502,377,441,1030,2943,2068,9946,1320,2295,2462,12241,2540,16260,2517,105845,379,122105,3100000US24020
3100000US24140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Goldsboro, NC Metro Area",398,514,429,512,311,337,341,418,467,755,712,1342,687,1678,1081,3020,2629,7472,2262,7379,3386,14851,3607,19138,3501,88007,635,107659,3100000US24140
3100000US24220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grand Forks, ND-MN Metro Area",186,289,554,1086,268,0,152,149,152,149,756,2235,611,1583,1003,3818,1169,3246,1603,8630,1869,11876,2113,16929,2504,70323,1279,87541,3100000US24220
3100000US24260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grand Island, NE Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US24260
3100000US24300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grand Junction, CO Metro Area",206,200,1193,2461,937,674,927,671,1277,1345,1448,4067,926,2546,1697,6613,2048,5865,3115,12824,3618,18689,4206,29108,4104,95694,602,125002,3100000US24300
3100000US24340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grand Rapids-Wyoming, MI Metro Area",3587,5316,1326,3245,1197,2948,877,1455,1477,4403,2033,10250,3093,8542,3572,18792,5129,41729,6969,47930,8098,89659,8652,116099,8840,619449,1513,740864,3100000US24340
3100000US24420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grants Pass, OR Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US24420
3100000US24500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Great Falls, MT Metro Area",344,427,584,1021,532,713,410,418,678,1131,1067,1738,415,658,1123,2396,921,2189,1972,7279,2212,9468,2461,14016,2582,61978,368,76421,3100000US24500
3100000US24540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greeley, CO Metro Area",660,770,663,926,352,313,422,357,548,670,2030,7641,1727,4133,2596,11774,1383,5010,4324,12926,4256,17936,4936,31306,4884,188583,854,220659,3100000US24540
3100000US24580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Green Bay, WI Metro Area",1038,1959,1170,1963,594,1063,770,1188,1090,2251,1769,3997,1748,4018,2462,8015,1807,8630,3388,16718,3995,25348,5037,37577,4871,246615,739,286151,3100000US24580
3100000US24620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greeneville, TN Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US24620
3100000US24660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greensboro-High Point, NC Metro Area",5681,6073,894,1637,1726,4933,1414,3000,2159,7933,2193,9426,3377,11763,4153,21189,5370,40630,5399,43161,7759,83791,8988,114550,9070,529017,1360,649640,3100000US24660
3100000US24780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenville, NC Metro Area",120,63,288,447,541,992,651,953,837,1945,1339,2970,1282,3024,1916,5994,1891,5856,2577,12059,3573,17915,3710,26301,5446,125834,3499,152198,3100000US24780
3100000US24860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenville, SC Metro Area",1448,3261,2626,3737,1196,2248,725,1564,1412,3812,4000,14796,2398,7666,4345,22462,4999,41940,4298,23132,6529,65072,7830,95083,7981,466388,1106,564732,3100000US24860
3100000US24940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenwood, SC Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US24940
3100000US25020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guayama, PR Metro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US25020
3100000US25060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gulfport-Biloxi, MS Metro Area",954,1497,3119,2439,685,932,1668,1884,1805,2816,2730,8291,1977,6173,3207,14464,3563,17468,3968,18776,5243,36244,5916,55963,6658,184973,2259,242433,3100000US25060
3100000US25180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hagerstown-Martinsburg, MD-WV Metro Area",555,598,1348,1400,515,590,306,397,624,987,1909,6203,1329,3127,2493,9330,3560,12030,2548,9546,4454,21576,4512,33293,4990,203301,1937,237192,3100000US25180
3100000US25220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hammond, LA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US25220
3100000US25260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hanford-Corcoran, CA Metro Area",802,821,268,0,268,0,266,157,266,157,1239,2978,1815,3872,2151,6850,1646,4443,2857,7068,3444,11511,4057,18518,4035,99745,663,119084,3100000US25260
3100000US25420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrisburg-Carlisle, PA Metro Area",762,1309,562,1318,805,2105,737,1152,1115,3257,3648,13757,3065,7866,4275,21623,4697,29213,3776,19245,5254,48458,6261,74656,6268,418282,1002,494247,3100000US25420
3100000US25500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrisonburg, VA Metro Area",318,301,540,943,1136,1240,94,53,1134,1293,684,1530,522,1230,933,2760,2109,10735,1255,1812,2465,12547,2927,17543,2919,84182,513,102026,3100000US25500
3100000US25540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hartford-West Hartford-East Hartford, CT Metro Area",1845,4329,1081,1539,604,1389,821,1047,998,2436,2835,14872,2655,10281,3869,25153,7555,59248,5665,36017,10220,95265,11252,124393,11114,999926,1555,1128648,3100000US25540
3100000US25620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hattiesburg, MS Metro Area",370,483,555,721,639,931,187,126,671,1057,944,2080,2316,5676,2377,7756,2349,8425,2841,10831,3534,19256,3508,28790,4154,94297,2538,123570,3100000US25620
3100000US25740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Helena, MT Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US25740
3100000US25860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hickory-Lenoir-Morganton, NC Metro Area",660,984,705,1211,937,1464,856,1462,1124,2926,1381,4208,1976,3578,2591,7786,2794,15103,2849,12289,4338,27392,5264,39315,5317,303934,927,344233,3100000US25860
3100000US25900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hilo, HI Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US25900
3100000US25940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hilton Head Island-Beaufort, SC Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US25940
3100000US26100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Holland-Grand Haven, MI Metro Area",813,1011,253,249,866,1111,527,885,928,1996,1806,5296,1210,4591,2299,9887,2297,8662,1581,5311,2723,13973,3364,26105,3590,215165,672,242281,3100000US26100
3100000US26140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Homosassa Springs, FL Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US26140
3100000US26180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Honolulu, HI Metro Area",2185,10339,457,729,1259,3211,990,1331,1605,4542,3281,14380,3746,18261,5011,32641,6119,45970,4183,33982,7215,79952,8225,117864,8307,730955,1648,859158,3100000US26180
3100000US26300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hot Springs, AR Metro Area",117,70,651,1191,760,933,650,639,1055,1572,763,1859,793,1765,1171,3624,1024,2101,2385,7506,2492,9607,2822,15994,2932,74555,506,90619,3100000US26300
3100000US26380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Houma-Bayou Cane-Thibodaux, LA Metro Area",546,441,268,0,558,493,213,199,643,692,690,1382,1122,1914,1297,3296,2932,11152,2341,6766,3590,17918,3681,21906,3607,171529,834,193876,3100000US26380
3100000US26420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Houston-Sugar Land-Baytown, TX Metro Area",7684,52621,4720,12166,2560,7015,4061,11722,4621,18737,9402,63668,9286,94554,13675,158222,20480,295506,27595,478059,35097,773565,37308,962690,38125,4088569,7518,5103880,3100000US26420
3100000US26580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Huntington-Ashland, WV-KY-OH Metro Area",90,69,1104,2325,994,1197,594,926,1063,2123,1270,3101,1023,3127,1615,6228,4281,21024,2396,8708,5208,29732,5740,40408,6034,234782,911,275259,3100000US26580
3100000US26620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Huntsville, AL Metro Area",1471,2794,1281,1199,1560,2254,461,802,1621,3056,2285,7414,2440,7700,3205,15114,3423,15393,4992,26789,6169,42182,6713,61551,6856,290090,846,354435,3100000US26620
3100000US26820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Idaho Falls, ID Metro Area",417,515,228,224,1391,1776,365,760,1514,2536,924,1440,1189,2939,1363,4379,1515,4431,2156,8121,2659,12552,2931,19691,3338,91492,1848,111698,3100000US26820
3100000US26860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Indiana, PA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US26860
3100000US26900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Indianapolis, IN Metro Area",2228,7457,1173,3534,1473,3908,1155,2819,2028,6727,4797,23414,3818,27821,5806,51235,7034,83448,10450,136606,12574,220054,13908,281550,14693,1296727,3907,1585734,3100000US26900
3100000US26980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iowa City, IA Metro Area",544,671,437,621,239,174,1554,1256,1575,1430,813,1917,1574,4844,1843,6761,2328,6121,2350,12054,2719,18175,3531,26987,3719,100407,477,128065,3100000US26980
3100000US27060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ithaca, NY Metro Area",732,1142,268,0,306,238,490,689,582,927,791,1651,843,1501,1123,3152,1624,3713,2574,14895,2924,18608,2780,22687,2692,62210,762,86039,3100000US27060
3100000US27100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson, MI Metro Area",161,145,367,420,566,498,553,515,816,1013,1658,3399,1513,2695,2237,6094,1957,3583,2334,10344,3178,13927,3396,21454,3490,129094,575,150693,3100000US27100
3100000US27140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson, MS Metro Area",317,562,1491,3180,684,1688,1458,3018,1790,4706,2377,7005,2108,7238,3121,14243,5739,31320,5489,29961,7657,61281,6956,83410,8514,405556,3888,489528,3100000US27140
3100000US27180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson, TN Metro Area",137,129,760,1453,985,884,263,212,1014,1096,1197,2081,440,612,1279,2693,1199,3554,2182,7610,2556,11164,2716,16406,3438,86592,1850,103127,3100000US27180
3100000US27260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jacksonville, FL Metro Area",1368,5015,1275,2876,1019,2630,903,2188,1322,4818,4897,28471,5491,26552,7093,55023,8721,50902,10599,112490,13280,163392,15014,226109,14591,976602,3968,1207726,3100000US27260
3100000US27340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jacksonville, NC Metro Area",588,1096,1208,1390,1153,1342,461,754,1276,2096,1823,6312,1554,3508,2329,9820,2629,7242,3348,8432,4007,15674,4254,28980,4177,91520,961,121596,3100000US27340
3100000US27460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamestown-Dunkirk-Fredonia, NY Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US27460
