NAME,B07201_014E,B07201_013E,B07201_012E,B07201_011E,B07201_010E,B07201_009E,B07201_008E,B07201_007E,B07201_006E,B07201_005E,B07201_004E,B07201_003E,B07201_002E,B07201_001E,Year
"Grand Forks, ND-MN",1508.0,2831.0,852.0,1018.0,1870.0,2480.0,2955.0,5435.0,3794.0,8526.0,12320.0,22456.0,72686.0,96650.0,2007
"Grand Island, NE Micro Area",1508.0,2831.0,852.0,1018.0,1870.0,2480.0,2955.0,5435.0,3794.0,8526.0,12320.0,22456.0,72686.0,96650.0,2007
"Grand Junction, CO",133.0,2215.0,1067.0,508.0,1575.0,2794.0,3664.0,6458.0,8212.0,12838.0,21050.0,31298.0,106195.0,137626.0,2007
"Grand Rapids-Wyoming, MI",2252.0,5614.0,3386.0,2031.0,5417.0,16669.0,10548.0,27217.0,41736.0,45712.0,87448.0,125696.0,637375.0,765323.0,2007
"Grants Pass, OR Micro Area",2252.0,5614.0,3386.0,2031.0,5417.0,16669.0,10548.0,27217.0,41736.0,45712.0,87448.0,125696.0,637375.0,765323.0,2007
"Great Falls, MT",91.0,444.0,342.0,367.0,709.0,965.0,1347.0,2312.0,1476.0,7901.0,9377.0,12842.0,67620.0,80553.0,2007
"Greeley, CO",401.0,2102.0,36.0,675.0,711.0,13437.0,6276.0,19713.0,13958.0,15085.0,29043.0,51569.0,188142.0,240112.0,2007
"Green Bay, WI",639.0,1098.0,2139.0,645.0,2784.0,3469.0,4712.0,8181.0,8654.0,20152.0,28806.0,40869.0,254959.0,296467.0,2007
"Greeneville, TN Micro Area",639.0,1098.0,2139.0,645.0,2784.0,3469.0,4712.0,8181.0,8654.0,20152.0,28806.0,40869.0,254959.0,296467.0,2007
"Greensboro-High Point, NC",3219.0,1074.0,1830.0,3491.0,5321.0,14131.0,13567.0,27698.0,27836.0,43951.0,71787.0,105880.0,579872.0,688971.0,2007
"Greenville, NC",717.0,1731.0,1840.0,2002.0,3842.0,5529.0,5340.0,10869.0,10608.0,17656.0,28264.0,44706.0,122254.0,167677.0,2007
"Greenville-Mauldin-Easley, SC",5859.0,2806.0,2395.0,1555.0,3950.0,22089.0,9868.0,31957.0,44260.0,22605.0,66865.0,105578.0,494341.0,605778.0,2007
"Greenwood, SC Micro Area",5859.0,2806.0,2395.0,1555.0,3950.0,22089.0,9868.0,31957.0,44260.0,22605.0,66865.0,105578.0,494341.0,605778.0,2007
"Guayama, PR",5859.0,2806.0,2395.0,1555.0,3950.0,22089.0,9868.0,31957.0,44260.0,22605.0,66865.0,105578.0,494341.0,605778.0,2007
"Gulfport-Biloxi, MS",1734.0,1626.0,1565.0,1039.0,2604.0,5054.0,6984.0,12038.0,12878.0,13942.0,26820.0,43088.0,187578.0,232400.0,2007
"Hagerstown-Martinsburg, MD-WV",538.0,334.0,1066.0,717.0,1783.0,8833.0,4189.0,13022.0,12123.0,8970.0,21093.0,36232.0,221867.0,258637.0,2007
"Hammond, LA Micro Area",538.0,334.0,1066.0,717.0,1783.0,8833.0,4189.0,13022.0,12123.0,8970.0,21093.0,36232.0,221867.0,258637.0,2007
"Hanford-Corcoran, CA",499.0,24.0,133.0,457.0,590.0,11298.0,6255.0,17553.0,7189.0,6578.0,13767.0,31934.0,114635.0,147068.0,2007
"Harrisburg-Carlisle, PA",2397.0,588.0,4811.0,1971.0,6782.0,12535.0,5824.0,18359.0,27420.0,17849.0,45269.0,70998.0,448823.0,522218.0,2007
"Harrisonburg, VA",2279.0,820.0,1280.0,232.0,1512.0,6669.0,2071.0,8740.0,10910.0,482.0,11392.0,22464.0,91665.0,116408.0,2007
"Hartford-West Hartford-East Hartford, CT",4983.0,660.0,1992.0,1067.0,3059.0,22295.0,13581.0,35876.0,69742.0,38386.0,108128.0,147723.0,1021991.0,1174697.0,2007
"Hattiesburg, MS",97.0,724.0,1920.0,1135.0,3055.0,3253.0,3636.0,6889.0,4884.0,7524.0,12408.0,23076.0,111279.0,134452.0,2007
"Helena, MT Micro Area",97.0,724.0,1920.0,1135.0,3055.0,3253.0,3636.0,6889.0,4884.0,7524.0,12408.0,23076.0,111279.0,134452.0,2007
"Hickory-Lenoir-Morganton, NC",1487.0,645.0,3458.0,1350.0,4808.0,5312.0,2597.0,7909.0,20779.0,15195.0,35974.0,49336.0,306252.0,357075.0,2007
"Hilo, HI Micro Area",1487.0,645.0,3458.0,1350.0,4808.0,5312.0,2597.0,7909.0,20779.0,15195.0,35974.0,49336.0,306252.0,357075.0,2007
"Hilton Head Island-Beaufort, SC Micro Area",1487.0,645.0,3458.0,1350.0,4808.0,5312.0,2597.0,7909.0,20779.0,15195.0,35974.0,49336.0,306252.0,357075.0,2007
"Hinesville-Fort Stewart, GA",3962.0,281.0,202.0,1140.0,1342.0,4759.0,5976.0,10735.0,2412.0,6062.0,8474.0,20832.0,47873.0,72667.0,2007
"Holland-Grand Haven, MI",1045.0,464.0,1447.0,301.0,1748.0,8579.0,7699.0,16278.0,9475.0,9196.0,18671.0,37161.0,217883.0,256089.0,2007
"Homosassa Springs, FL Micro Area",1045.0,464.0,1447.0,301.0,1748.0,8579.0,7699.0,16278.0,9475.0,9196.0,18671.0,37161.0,217883.0,256089.0,2007
"Honolulu, HI",13844.0,964.0,4801.0,2922.0,7723.0,16170.0,18993.0,35163.0,53345.0,34298.0,87643.0,131493.0,747233.0,892570.0,2007
"Hot Springs, AR",358.0,1647.0,361.0,670.0,1031.0,2680.0,1931.0,4611.0,3846.0,6018.0,9864.0,17153.0,77713.0,95224.0,2007
"Houma-Bayou Cane-Thibodaux, LA",464.0,246.0,985.0,394.0,1379.0,1083.0,2213.0,3296.0,7905.0,8655.0,16560.0,21481.0,176694.0,198639.0,2007
"Houston-Sugar Land-Baytown, TX",49331.0,12367.0,12673.0,12201.0,24874.0,63283.0,109904.0,173187.0,303834.0,520844.0,824678.0,1035106.0,4455130.0,5539567.0,2007
"Huntington-Ashland, WV-KY-OH",800.0,2307.0,1989.0,832.0,2821.0,3463.0,4196.0,7659.0,21324.0,11244.0,32568.0,45355.0,234929.0,281084.0,2007
"Huntsville, AL",2473.0,1476.0,1602.0,802.0,2404.0,10911.0,8726.0,19637.0,15094.0,25882.0,40976.0,64493.0,314428.0,381394.0,2007
"Idaho Falls, ID",372.0,367.0,1384.0,2033.0,3417.0,1673.0,4165.0,5838.0,5200.0,7958.0,13158.0,22780.0,95442.0,118594.0,2007
"Indiana, PA Micro Area",372.0,367.0,1384.0,2033.0,3417.0,1673.0,4165.0,5838.0,5200.0,7958.0,13158.0,22780.0,95442.0,118594.0,2007
"Indianapolis-Carmel, IN",6897.0,1724.0,3363.0,3648.0,7011.0,28647.0,22860.0,51507.0,75204.0,152880.0,228084.0,288326.0,1377819.0,1673042.0,2007
"Iowa City, IA",1005.0,1437.0,875.0,1939.0,2814.0,4797.0,6223.0,11020.0,5982.0,12533.0,18515.0,33786.0,109911.0,144702.0,2007
"Ithaca, NY",1865.0,703.0,1145.0,243.0,1388.0,5405.0,4409.0,9814.0,4979.0,10977.0,15956.0,27861.0,70906.0,100632.0,2007
"Jackson, MI",75.0,980.0,610.0,811.0,1421.0,2979.0,3280.0,6259.0,5397.0,12106.0,17503.0,26163.0,134684.0,160922.0,2007
"Jackson, MS",902.0,4509.0,2756.0,6122.0,8878.0,5066.0,7359.0,12425.0,32219.0,34324.0,66543.0,92355.0,428749.0,522006.0,2007
"Jackson, TN",319.0,1646.0,73.0,684.0,757.0,1341.0,2790.0,4131.0,3134.0,7665.0,10799.0,17333.0,91409.0,109061.0,2007
"Jacksonville, FL",8396.0,2831.0,2579.0,3655.0,6234.0,28645.0,31121.0,59766.0,47806.0,120735.0,168541.0,237372.0,1031503.0,1277271.0,2007
"Jacksonville, NC",4524.0,1924.0,5313.0,2015.0,7328.0,12660.0,8214.0,20874.0,13114.0,6588.0,19702.0,49828.0,104428.0,158780.0,2007
"Jamestown-Dunkirk-Fredonia, NY Micro Area",4524.0,1924.0,5313.0,2015.0,7328.0,12660.0,8214.0,20874.0,13114.0,6588.0,19702.0,49828.0,104428.0,158780.0,2007
"Janesville, WI",295.0,475.0,377.0,565.0,942.0,3192.0,1674.0,4866.0,10026.0,6722.0,16748.0,23031.0,134150.0,157476.0,2007
"Jefferson City, MO",300.0,3957.0,399.0,820.0,1219.0,2130.0,3673.0,5803.0,10125.0,6514.0,16639.0,27618.0,114177.0,142095.0,2007
"Johnson City, TN",1775.0,840.0,195.0,416.0,611.0,4370.0,6218.0,10588.0,11360.0,10565.0,21925.0,33964.0,155722.0,191461.0,2007
"Johnstown, PA",71.0,221.0,1005.0,1196.0,2201.0,2535.0,2871.0,5406.0,6289.0,3085.0,9374.0,17202.0,126454.0,143727.0,2007
"Jonesboro, AR",194.0,2837.0,408.0,1640.0,2048.0,1688.0,1692.0,3380.0,6985.0,8225.0,15210.0,23475.0,92575.0,116244.0,2007
"Joplin, MO",461.0,1261.0,696.0,187.0,883.0,3167.0,1928.0,5095.0,11431.0,8113.0,19544.0,26783.0,142262.0,169506.0,2007
"Kahului-Wailuku, HI Micro Area",461.0,1261.0,696.0,187.0,883.0,3167.0,1928.0,5095.0,11431.0,8113.0,19544.0,26783.0,142262.0,169506.0,2007
"Kalamazoo-Portage, MI",1356.0,1031.0,1454.0,1090.0,2544.0,7100.0,5416.0,12516.0,15413.0,32268.0,47681.0,63772.0,253849.0,318977.0,2007
"Kalispell, MT Micro Area",1356.0,1031.0,1454.0,1090.0,2544.0,7100.0,5416.0,12516.0,15413.0,32268.0,47681.0,63772.0,253849.0,318977.0,2007
"Kankakee-Bradley, IL",146.0,1752.0,149.0,349.0,498.0,3034.0,1388.0,4422.0,3898.0,6779.0,10677.0,17349.0,91719.0,109214.0,2007
"Kansas City, MO-KS",8396.0,8120.0,3891.0,10240.0,14131.0,22827.0,29273.0,52100.0,137470.0,117069.0,254539.0,328890.0,1614595.0,1951881.0,2007
"Keene, NH Micro Area",8396.0,8120.0,3891.0,10240.0,14131.0,22827.0,29273.0,52100.0,137470.0,117069.0,254539.0,328890.0,1614595.0,1951881.0,2007
"Kennewick-Richland-Pasco, WA",1468.0,1741.0,611.0,1423.0,2034.0,4031.0,4039.0,8070.0,5886.0,21201.0,27087.0,38932.0,185330.0,225730.0,2007
"Key West, FL Micro Area",1468.0,1741.0,611.0,1423.0,2034.0,4031.0,4039.0,8070.0,5886.0,21201.0,27087.0,38932.0,185330.0,225730.0,2007
"Killeen-Temple-Fort Hood, TX",11007.0,4667.0,1787.0,2878.0,4665.0,15322.0,15738.0,31060.0,19149.0,28226.0,47375.0,87767.0,266880.0,365654.0,2007
"Kingsport-Bristol-Bristol, TN-VA",486.0,3125.0,1740.0,702.0,2442.0,6224.0,4043.0,10267.0,16231.0,12052.0,28283.0,44117.0,255047.0,299650.0,2007
"Kingston, NY",840.0,175.0,350.0,201.0,551.0,3385.0,5216.0,8601.0,12452.0,3308.0,15760.0,25087.0,154500.0,180427.0,2007
"Klamath Falls, OR Micro Area",840.0,175.0,350.0,201.0,551.0,3385.0,5216.0,8601.0,12452.0,3308.0,15760.0,25087.0,154500.0,180427.0,2007
"Knoxville, TN",2342.0,2011.0,3740.0,2351.0,6091.0,11575.0,12779.0,24354.0,31788.0,42506.0,74294.0,106750.0,565364.0,674456.0,2007
"Kokomo, IN",0.0,0.0,377.0,515.0,892.0,1425.0,822.0,2247.0,2781.0,10196.0,12977.0,16116.0,82541.0,98657.0,2007
"La Crosse, WI-MN",457.0,2870.0,460.0,721.0,1181.0,1852.0,2436.0,4288.0,5265.0,10988.0,16253.0,24592.0,104376.0,129425.0,2007
"Lafayette, IN",2799.0,2073.0,930.0,1615.0,2545.0,6843.0,7226.0,14069.0,16009.0,13446.0,29455.0,48142.0,138704.0,189645.0,2007
"Lafayette, LA",1883.0,806.0,1569.0,2563.0,4132.0,5188.0,4113.0,9301.0,7281.0,18436.0,25717.0,39956.0,211419.0,253258.0,2007
"Lake Charles, LA",449.0,802.0,2047.0,1373.0,3420.0,3651.0,2453.0,6104.0,13750.0,13912.0,27662.0,37988.0,150183.0,188620.0,2007
"Lake City, FL Micro Area",449.0,802.0,2047.0,1373.0,3420.0,3651.0,2453.0,6104.0,13750.0,13912.0,27662.0,37988.0,150183.0,188620.0,2007
"Lake Havasu City-Kingman, AZ",56.0,1693.0,527.0,1572.0,2099.0,6764.0,6730.0,13494.0,8342.0,12981.0,21323.0,38609.0,154066.0,192731.0,2007
"Lakeland, FL",3891.0,1383.0,2970.0,1246.0,4216.0,17546.0,15026.0,32572.0,39533.0,26790.0,66323.0,104494.0,458005.0,566390.0,2007
"Lancaster, PA",2490.0,424.0,621.0,353.0,974.0,14586.0,3361.0,17947.0,28449.0,10400.0,38849.0,58194.0,431480.0,492164.0,2007
"Lancaster, SC Micro Area",2490.0,424.0,621.0,353.0,974.0,14586.0,3361.0,17947.0,28449.0,10400.0,38849.0,58194.0,431480.0,492164.0,2007
"Lansing-East Lansing, MI",4432.0,1394.0,1827.0,1295.0,3122.0,12531.0,9796.0,22327.0,20332.0,32095.0,52427.0,79270.0,367185.0,450887.0,2007
"Laredo, TX",3928.0,147.0,0.0,111.0,111.0,2972.0,2679.0,5651.0,600.0,29449.0,30049.0,35958.0,187707.0,227593.0,2007
"Las Cruces, NM",1115.0,643.0,52.0,1896.0,1948.0,4049.0,7156.0,11205.0,3845.0,18315.0,22160.0,35956.0,157861.0,194932.0,2007
"Las Vegas-Paradise, NV",14312.0,2869.0,4128.0,4060.0,8188.0,40779.0,52325.0,93104.0,91153.0,176078.0,267231.0,371392.0,1420800.0,1806504.0,2007
"Laurel, MS Micro Area",14312.0,2869.0,4128.0,4060.0,8188.0,40779.0,52325.0,93104.0,91153.0,176078.0,267231.0,371392.0,1420800.0,1806504.0,2007
"Lawrence, KS",642.0,2384.0,724.0,1465.0,2189.0,4076.0,4514.0,8590.0,895.0,16705.0,17600.0,30763.0,80249.0,111654.0,2007
"Lawton, OK",2718.0,1037.0,1063.0,653.0,1716.0,4879.0,4542.0,9421.0,4158.0,12849.0,17007.0,29181.0,79822.0,111721.0,2007
"Lebanon, NH-VT Micro Area",2718.0,1037.0,1063.0,653.0,1716.0,4879.0,4542.0,9421.0,4158.0,12849.0,17007.0,29181.0,79822.0,111721.0,2007
"Lebanon, PA",348.0,0.0,693.0,145.0,838.0,2160.0,1722.0,3882.0,5687.0,3377.0,9064.0,13784.0,112368.0,126500.0,2007
"Lewiston-Auburn, ME",525.0,2020.0,417.0,169.0,586.0,4189.0,801.0,4990.0,2735.0,10238.0,12973.0,20569.0,83898.0,104992.0,2007
"Lexington-Fayette, KY",2371.0,5366.0,4032.0,2763.0,6795.0,8092.0,6421.0,14513.0,22385.0,43618.0,66003.0,92677.0,345701.0,440749.0,2007
"Lexington Park, MD Micro Area",2371.0,5366.0,4032.0,2763.0,6795.0,8092.0,6421.0,14513.0,22385.0,43618.0,66003.0,92677.0,345701.0,440749.0,2007
"Lima, OH",261.0,1212.0,846.0,310.0,1156.0,2454.0,1084.0,3538.0,3964.0,5550.0,9514.0,15420.0,88036.0,103717.0,2007
"Lincoln, NE",1125.0,4736.0,1041.0,3477.0,4518.0,4174.0,5793.0,9967.0,3359.0,43033.0,46392.0,65613.0,219746.0,286484.0,2007
"Lincolnton, NC Micro Area",1125.0,4736.0,1041.0,3477.0,4518.0,4174.0,5793.0,9967.0,3359.0,43033.0,46392.0,65613.0,219746.0,286484.0,2007
"Little Rock-North Little Rock-Conway, AR",3314.0,8201.0,4076.0,3601.0,7677.0,7861.0,9525.0,17386.0,37908.0,52891.0,90799.0,124063.0,534912.0,662289.0,2007
"Logan, UT-ID",2029.0,473.0,842.0,339.0,1181.0,7077.0,2023.0,9100.0,5205.0,8852.0,14057.0,24811.0,90074.0,116914.0,2007
"Longview, TX",342.0,2146.0,3572.0,2265.0,5837.0,4105.0,4951.0,9056.0,13898.0,14916.0,28814.0,45853.0,161621.0,207816.0,2007
"Longview, WA",902.0,324.0,1575.0,782.0,2357.0,1441.0,3392.0,4833.0,4432.0,7588.0,12020.0,19534.0,78789.0,99225.0,2007
"Los Angeles-Long Beach-Santa Ana, CA",96513.0,3724.0,4538.0,5154.0,9692.0,106910.0,143504.0,250414.0,502751.0,806369.0,1309120.0,1572950.0,11024663.0,12694126.0,2007
"Louisville-Jefferson County, KY-IN",6316.0,5237.0,3674.0,2133.0,5807.0,15981.0,19979.0,35960.0,56766.0,75754.0,132520.0,179524.0,1026104.0,1211944.0,2007
"Lubbock, TX",1006.0,2891.0,387.0,1885.0,2272.0,4532.0,10657.0,15189.0,6190.0,39853.0,46043.0,66395.0,196215.0,263616.0,2007
"Lufkin, TX Micro Area",1006.0,2891.0,387.0,1885.0,2272.0,4532.0,10657.0,15189.0,6190.0,39853.0,46043.0,66395.0,196215.0,263616.0,2007
"Lumberton, NC Micro Area",1006.0,2891.0,387.0,1885.0,2272.0,4532.0,10657.0,15189.0,6190.0,39853.0,46043.0,66395.0,196215.0,263616.0,2007
"Lynchburg, VA",895.0,1501.0,580.0,233.0,813.0,7358.0,3815.0,11173.0,15911.0,8488.0,24399.0,37886.0,196837.0,235618.0,2007
"Macon, GA",227.0,1383.0,1162.0,1578.0,2740.0,3826.0,4998.0,8824.0,9723.0,15137.0,24860.0,37807.0,190690.0,228724.0,2007
"Madera, CA",2025.0,233.0,90.0,33.0,123.0,2706.0,6341.0,9047.0,4586.0,9523.0,14109.0,23512.0,119044.0,144581.0,2007
"Madison, WI",4643.0,4075.0,2693.0,2048.0,4741.0,9668.0,10605.0,20273.0,28993.0,46821.0,75814.0,104903.0,439054.0,548600.0,2007
"Manchester-Nashua, NH",1486.0,629.0,1941.0,1377.0,3318.0,10809.0,5832.0,16641.0,11288.0,28701.0,39989.0,60577.0,335519.0,397582.0,2007
"Manhattan, KS Micro Area",1486.0,629.0,1941.0,1377.0,3318.0,10809.0,5832.0,16641.0,11288.0,28701.0,39989.0,60577.0,335519.0,397582.0,2007
"Manitowoc, WI Micro Area",1486.0,629.0,1941.0,1377.0,3318.0,10809.0,5832.0,16641.0,11288.0,28701.0,39989.0,60577.0,335519.0,397582.0,2007
"Mankato-North Mankato, MN Micro Area",1486.0,629.0,1941.0,1377.0,3318.0,10809.0,5832.0,16641.0,11288.0,28701.0,39989.0,60577.0,335519.0,397582.0,2007
"Mansfield, OH",107.0,0.0,2613.0,1429.0,4042.0,3563.0,1613.0,5176.0,7117.0,7855.0,14972.0,24190.0,99156.0,123453.0,2007
"Marinette, WI-MI Micro Area",107.0,0.0,2613.0,1429.0,4042.0,3563.0,1613.0,5176.0,7117.0,7855.0,14972.0,24190.0,99156.0,123453.0,2007
"Marion, IN Micro Area",107.0,0.0,2613.0,1429.0,4042.0,3563.0,1613.0,5176.0,7117.0,7855.0,14972.0,24190.0,99156.0,123453.0,2007
"Marion, OH Micro Area",107.0,0.0,2613.0,1429.0,4042.0,3563.0,1613.0,5176.0,7117.0,7855.0,14972.0,24190.0,99156.0,123453.0,2007
"Marquette, MI Micro Area",107.0,0.0,2613.0,1429.0,4042.0,3563.0,1613.0,5176.0,7117.0,7855.0,14972.0,24190.0,99156.0,123453.0,2007
"Marshfield-Wisconsin Rapids, WI Micro Area",107.0,0.0,2613.0,1429.0,4042.0,3563.0,1613.0,5176.0,7117.0,7855.0,14972.0,24190.0,99156.0,123453.0,2007
"Martinsville, VA Micro Area",107.0,0.0,2613.0,1429.0,4042.0,3563.0,1613.0,5176.0,7117.0,7855.0,14972.0,24190.0,99156.0,123453.0,2007
"Mayag?ez, PR",107.0,0.0,2613.0,1429.0,4042.0,3563.0,1613.0,5176.0,7117.0,7855.0,14972.0,24190.0,99156.0,123453.0,2007
"McAllen-Edinburg-Mission, TX",8038.0,2362.0,1314.0,4602.0,5916.0,4548.0,10482.0,15030.0,33246.0,48576.0,81822.0,105130.0,578269.0,691437.0,2007
"Meadville, PA Micro Area",8038.0,2362.0,1314.0,4602.0,5916.0,4548.0,10482.0,15030.0,33246.0,48576.0,81822.0,105130.0,578269.0,691437.0,2007
"Medford, OR",1265.0,607.0,845.0,2917.0,3762.0,4172.0,5204.0,9376.0,14925.0,15304.0,30229.0,43974.0,151982.0,197221.0,2007
"Memphis, TN-MS-AR",5038.0,4681.0,2586.0,3863.0,6449.0,13457.0,15205.0,28662.0,63990.0,122213.0,186203.0,225995.0,1033982.0,1265015.0,2007
"Merced, CA",595.0,125.0,203.0,40.0,243.0,4769.0,4549.0,9318.0,12337.0,17292.0,29629.0,39315.0,200454.0,240364.0,2007
"Meridian, MS Micro Area",595.0,125.0,203.0,40.0,243.0,4769.0,4549.0,9318.0,12337.0,17292.0,29629.0,39315.0,200454.0,240364.0,2007
"Miami-Fort Lauderdale-Pompano Beach, FL",64036.0,4712.0,3463.0,4432.0,7895.0,55517.0,60227.0,115744.0,273846.0,340449.0,614295.0,742646.0,4536839.0,5343521.0,2007
"Michigan City-La Porte, IN",115.0,717.0,361.0,315.0,676.0,2677.0,2567.0,5244.0,3061.0,6247.0,9308.0,15945.0,92285.0,108345.0,2007
"Midland, MI Micro Area",115.0,717.0,361.0,315.0,676.0,2677.0,2567.0,5244.0,3061.0,6247.0,9308.0,15945.0,92285.0,108345.0,2007
"Midland, TX",453.0,3447.0,657.0,754.0,1411.0,2710.0,5493.0,8203.0,2202.0,12052.0,14254.0,27315.0,96601.0,124369.0,2007
"Milwaukee-Waukesha-West Allis, WI",5359.0,1885.0,3321.0,3249.0,6570.0,13967.0,16598.0,30565.0,61638.0,130541.0,192179.0,231199.0,1287482.0,1524040.0,2007
"Minneapolis-St. Paul-Bloomington, MN-WI",17638.0,10442.0,6800.0,8371.0,15171.0,26843.0,39987.0,66830.0,203702.0,145629.0,349331.0,441774.0,2699495.0,3158907.0,2007
"Missoula, MT",607.0,1381.0,210.0,369.0,579.0,1394.0,1536.0,2930.0,1706.0,13402.0,15108.0,19998.0,83896.0,104501.0,2007
"Mobile, AL",1685.0,767.0,998.0,1422.0,2420.0,6305.0,4783.0,11088.0,15383.0,28650.0,44033.0,58308.0,338519.0,398512.0,2007
"Modesto, CA",2763.0,804.0,366.0,617.0,983.0,10488.0,10573.0,21061.0,29397.0,34628.0,64025.0,86873.0,413933.0,503569.0,2007
"Monroe, LA",202.0,570.0,513.0,327.0,840.0,3151.0,1047.0,4198.0,8984.0,4516.0,13500.0,19108.0,147429.0,166739.0,2007
"Monroe, MI",460.0,16.0,377.0,84.0,461.0,3746.0,2093.0,5839.0,4185.0,4411.0,8596.0,14912.0,136996.0,152368.0,2007
"Montgomery, AL",3214.0,2773.0,1282.0,3770.0,5052.0,6663.0,9597.0,16260.0,12433.0,27651.0,40084.0,64169.0,293493.0,360876.0,2007
"Morgantown, WV",646.0,1812.0,1690.0,853.0,2543.0,6190.0,2178.0,8368.0,2343.0,6765.0,9108.0,21831.0,92879.0,115356.0,2007
"Morristown, TN",105.0,314.0,897.0,1157.0,2054.0,1380.0,2052.0,3432.0,7139.0,6772.0,13911.0,19711.0,111768.0,131584.0,2007
"Moses Lake, WA Micro Area",105.0,314.0,897.0,1157.0,2054.0,1380.0,2052.0,3432.0,7139.0,6772.0,13911.0,19711.0,111768.0,131584.0,2007
"Mount Airy, NC Micro Area",105.0,314.0,897.0,1157.0,2054.0,1380.0,2052.0,3432.0,7139.0,6772.0,13911.0,19711.0,111768.0,131584.0,2007
"Mount Pleasant, MI Micro Area",105.0,314.0,897.0,1157.0,2054.0,1380.0,2052.0,3432.0,7139.0,6772.0,13911.0,19711.0,111768.0,131584.0,2007
"Mount Vernon-Anacortes, WA",710.0,326.0,198.0,368.0,566.0,3252.0,2075.0,5327.0,4555.0,8593.0,13148.0,19367.0,94740.0,114817.0,2007
"Muncie, IN",464.0,427.0,1166.0,716.0,1882.0,2894.0,2519.0,5413.0,2617.0,16019.0,18636.0,26358.0,88062.0,114884.0,2007
"Muskegon-Norton Shores, MI",198.0,975.0,476.0,254.0,730.0,3385.0,3014.0,6399.0,4829.0,8795.0,13624.0,21728.0,150562.0,172488.0,2007
"Muskogee, OK Micro Area",198.0,975.0,476.0,254.0,730.0,3385.0,3014.0,6399.0,4829.0,8795.0,13624.0,21728.0,150562.0,172488.0,2007
"Myrtle Beach-Conway-North Myrtle Beach, SC",837.0,1837.0,2419.0,1466.0,3885.0,9529.0,5320.0,14849.0,9714.0,11033.0,20747.0,41318.0,204525.0,246680.0,2007
"Napa, CA",993.0,0.0,600.0,109.0,709.0,1997.0,5036.0,7033.0,2677.0,8275.0,10952.0,18694.0,111217.0,130904.0,2007
"Naples-Marco Island, FL",3972.0,0.0,850.0,602.0,1452.0,7405.0,4747.0,12152.0,9285.0,13191.0,22476.0,36080.0,271752.0,311804.0,2007
"Nashville-Davidson--Murfreesboro--Franklin, TN",4967.0,3719.0,5015.0,3935.0,8950.0,23936.0,29564.0,53500.0,66119.0,111305.0,177424.0,243593.0,1253318.0,1501878.0,2007
"New Bern, NC Micro Area",4967.0,3719.0,5015.0,3935.0,8950.0,23936.0,29564.0,53500.0,66119.0,111305.0,177424.0,243593.0,1253318.0,1501878.0,2007
"New Castle, PA Micro Area",4967.0,3719.0,5015.0,3935.0,8950.0,23936.0,29564.0,53500.0,66119.0,111305.0,177424.0,243593.0,1253318.0,1501878.0,2007
"New Haven-Milford, CT",3958.0,644.0,1214.0,1122.0,2336.0,12648.0,17819.0,30467.0,43296.0,24878.0,68174.0,101621.0,729516.0,835095.0,2007
"New Iberia, LA Micro Area",3958.0,644.0,1214.0,1122.0,2336.0,12648.0,17819.0,30467.0,43296.0,24878.0,68174.0,101621.0,729516.0,835095.0,2007
"New Orleans-Metairie-Kenner, LA",4783.0,3031.0,2289.0,4037.0,6326.0,18318.0,45237.0,63555.0,53717.0,55527.0,109244.0,182156.0,831858.0,1018797.0,2007
"New Philadelphia-Dover, OH Micro Area",4783.0,3031.0,2289.0,4037.0,6326.0,18318.0,45237.0,63555.0,53717.0,55527.0,109244.0,182156.0,831858.0,1018797.0,2007
"New York-Northern New Jersey-Long Island, NY-NJ-PA",146237.0,8141.0,9626.0,3692.0,13318.0,93557.0,117748.0,211305.0,760467.0,795085.0,1555552.0,1788316.0,16638639.0,18573192.0,2007
"Niles-Benton Harbor, MI",149.0,454.0,236.0,255.0,491.0,4613.0,2523.0,7136.0,8571.0,4284.0,12855.0,20936.0,136057.0,157142.0,2007
"North Wilkesboro, NC Micro Area",149.0,454.0,236.0,255.0,491.0,4613.0,2523.0,7136.0,8571.0,4284.0,12855.0,20936.0,136057.0,157142.0,2007
"Norwich-New London, CT",2694.0,531.0,1707.0,306.0,2013.0,7708.0,4808.0,12516.0,10976.0,12135.0,23111.0,38171.0,223064.0,263929.0,2007
"Oak Harbor, WA Micro Area",2694.0,531.0,1707.0,306.0,2013.0,7708.0,4808.0,12516.0,10976.0,12135.0,23111.0,38171.0,223064.0,263929.0,2007
"Ocala, FL",927.0,1766.0,3151.0,2557.0,5708.0,12447.0,7916.0,20363.0,12282.0,15900.0,28182.0,56019.0,264331.0,321277.0,2007
"Ocean City, NJ",136.0,225.0,136.0,460.0,596.0,3211.0,3024.0,6235.0,5635.0,125.0,5760.0,12816.0,82494.0,95446.0,2007
"Odessa, TX",904.0,1877.0,284.0,921.0,1205.0,2465.0,916.0,3381.0,2602.0,12221.0,14823.0,21286.0,104286.0,126476.0,2007
"Ogden-Clearfield, UT",2396.0,1791.0,1117.0,2331.0,3448.0,12652.0,13616.0,26268.0,33628.0,17606.0,51234.0,82741.0,422960.0,508097.0,2007
"Ogdensburg-Massena, NY Micro Area",2396.0,1791.0,1117.0,2331.0,3448.0,12652.0,13616.0,26268.0,33628.0,17606.0,51234.0,82741.0,422960.0,508097.0,2007
