NAME,B07201_014E,B07201_013E,B07201_012E,B07201_011E,B07201_010E,B07201_009E,B07201_008E,B07201_007E,B07201_006E,B07201_005E,B07201_004E,B07201_003E,B07201_002E,B07201_001E,Year
"Buffalo-Niagara Falls, NY",3873.0,1432.0,4856.0,1948.0,6804.0,10958.0,8107.0,19065.0,48463.0,58085.0,106548.0,133849.0,983527.0,1121249.0,2012
"Burlington, NC",726.0,2.0,487.0,66.0,553.0,4331.0,2944.0,7275.0,6899.0,6795.0,13694.0,21524.0,130662.0,152912.0,2012
"Burlington-South Burlington, VT",975.0,1476.0,1488.0,588.0,2076.0,5222.0,2830.0,8052.0,13991.0,9815.0,23806.0,35410.0,174711.0,211096.0,2012
"Canton-Massillon, OH",1405.0,723.0,3056.0,420.0,3476.0,6607.0,4327.0,10934.0,21250.0,13007.0,34257.0,49390.0,347445.0,398240.0,2012
"Cape Coral-Fort Myers, FL",3409.0,2500.0,1702.0,668.0,2370.0,26841.0,18657.0,45498.0,30374.0,29610.0,59984.0,110352.0,525744.0,639505.0,2012
"Cape Girardeau-Jackson, MO-IL",540.0,1790.0,604.0,727.0,1331.0,2659.0,1007.0,3666.0,3388.0,4823.0,8211.0,14998.0,79945.0,95483.0,2012
"Carson City, NV",0.0,982.0,1329.0,269.0,1598.0,1013.0,891.0,1904.0,0.0,8720.0,8720.0,13204.0,41167.0,54371.0,2012
"Panama City-Lynn Haven-Panama City Beach, FL",499.0,2806.0,306.0,128.0,434.0,7407.0,4067.0,11474.0,10083.0,12794.0,22877.0,37591.0,131440.0,169530.0,2012
"Parkersburg-Marietta-Vienna, WV-OH",80.0,877.0,846.0,312.0,1158.0,1707.0,877.0,2584.0,7005.0,5073.0,12078.0,16697.0,145433.0,162210.0,2012
"Pascagoula, MS",308.0,816.0,83.0,41.0,124.0,2396.0,3391.0,5787.0,11618.0,1930.0,13548.0,20275.0,140923.0,161506.0,2012
"Pendleton-Hermiston, OR Micro Area",308.0,816.0,83.0,41.0,124.0,2396.0,3391.0,5787.0,11618.0,1930.0,13548.0,20275.0,140923.0,161506.0,2012
"Pensacola-Ferry Pass-Brent, FL",2041.0,2096.0,4118.0,1240.0,5358.0,13751.0,10466.0,24217.0,28701.0,21624.0,50325.0,81996.0,370995.0,455032.0,2012
"Peoria, IL",576.0,726.0,1091.0,119.0,1210.0,6754.0,5170.0,11924.0,20888.0,17905.0,38793.0,52653.0,322359.0,375588.0,2012
"Phoenix-Mesa-Glendale, AZ",27823.0,9930.0,19053.0,10172.0,29225.0,71751.0,67835.0,139586.0,194628.0,402737.0,597365.0,776106.0,3466919.0,4270848.0,2012
"Pine Bluff, AR",268.0,427.0,600.0,21.0,621.0,810.0,687.0,1497.0,1444.0,4810.0,6254.0,8799.0,88027.0,97094.0,2012
"Pittsburgh, PA",7064.0,3928.0,6356.0,2182.0,8538.0,34897.0,15163.0,50060.0,160399.0,51456.0,211855.0,274381.0,2057046.0,2338491.0,2012
"Pittsfield, MA",202.0,367.0,632.0,93.0,725.0,2949.0,1709.0,4658.0,5828.0,3792.0,9620.0,15370.0,113254.0,128826.0,2012
"Plattsburgh, NY Micro Area",202.0,367.0,632.0,93.0,725.0,2949.0,1709.0,4658.0,5828.0,3792.0,9620.0,15370.0,113254.0,128826.0,2012
"Palm Coast, FL",218.0,67.0,117.0,32.0,149.0,3184.0,1754.0,4938.0,3216.0,2741.0,5957.0,11111.0,86149.0,97478.0,2012
"Pocatello, ID",457.0,1243.0,615.0,548.0,1163.0,1198.0,1452.0,2650.0,3332.0,9698.0,13030.0,18086.0,71202.0,89745.0,2012
"Ponce, PR",457.0,1243.0,615.0,548.0,1163.0,1198.0,1452.0,2650.0,3332.0,9698.0,13030.0,18086.0,71202.0,89745.0,2012
"Port Angeles, WA Micro Area",457.0,1243.0,615.0,548.0,1163.0,1198.0,1452.0,2650.0,3332.0,9698.0,13030.0,18086.0,71202.0,89745.0,2012
"Portland-South Portland-Biddeford, ME",2710.0,4005.0,1170.0,792.0,1962.0,7392.0,5865.0,13257.0,34102.0,16543.0,50645.0,69869.0,440612.0,513191.0,2012
"Portland-Vancouver-Hillsboro, OR-WA",12418.0,4151.0,4805.0,5312.0,10117.0,34918.0,37745.0,72663.0,134748.0,147830.0,282578.0,369509.0,1882008.0,2263935.0,2012
"Port St. Lucie, FL",2339.0,355.0,735.0,921.0,1656.0,17585.0,8041.0,25626.0,23638.0,17625.0,41263.0,68900.0,358595.0,429834.0,2012
"Reno-Sparks, NV",2356.0,978.0,2556.0,1823.0,4379.0,9901.0,7731.0,17632.0,10009.0,44730.0,54739.0,77728.0,348126.0,428210.0,2012
"Richmond, IN Micro Area",2356.0,978.0,2556.0,1823.0,4379.0,9901.0,7731.0,17632.0,10009.0,44730.0,54739.0,77728.0,348126.0,428210.0,2012
"Portsmouth, OH Micro Area",2356.0,978.0,2556.0,1823.0,4379.0,9901.0,7731.0,17632.0,10009.0,44730.0,54739.0,77728.0,348126.0,428210.0,2012
"Pottsville, PA Micro Area",2356.0,978.0,2556.0,1823.0,4379.0,9901.0,7731.0,17632.0,10009.0,44730.0,54739.0,77728.0,348126.0,428210.0,2012
"Poughkeepsie-Newburgh-Middletown, NY",3566.0,468.0,2795.0,735.0,3530.0,12464.0,10349.0,22813.0,28339.0,9057.0,37396.0,64207.0,597222.0,664995.0,2012
"Casper, WY",301.0,1090.0,540.0,1474.0,2014.0,1031.0,1546.0,2577.0,2206.0,7046.0,9252.0,14933.0,62316.0,77550.0,2012
"Cedar Rapids, IA",1537.0,1872.0,1012.0,806.0,1818.0,3252.0,2631.0,5883.0,9434.0,14909.0,24343.0,33916.0,223438.0,258891.0,2012
"Centralia, WA Micro Area",1537.0,1872.0,1012.0,806.0,1818.0,3252.0,2631.0,5883.0,9434.0,14909.0,24343.0,33916.0,223438.0,258891.0,2012
"Chambersburg, PA Micro Area",1537.0,1872.0,1012.0,806.0,1818.0,3252.0,2631.0,5883.0,9434.0,14909.0,24343.0,33916.0,223438.0,258891.0,2012
"Champaign-Urbana, IL",4151.0,1924.0,1539.0,877.0,2416.0,9849.0,5944.0,15793.0,8072.0,24817.0,32889.0,53022.0,175052.0,232225.0,2012
"Charleston, WV",357.0,2690.0,543.0,809.0,1352.0,3004.0,3840.0,6844.0,20931.0,7797.0,28728.0,39614.0,262467.0,302438.0,2012
"Charleston-Mattoon, IL Micro Area",357.0,2690.0,543.0,809.0,1352.0,3004.0,3840.0,6844.0,20931.0,7797.0,28728.0,39614.0,262467.0,302438.0,2012
"Charleston-North Charleston-Summerville, SC",3053.0,3143.0,3466.0,1677.0,5143.0,19317.0,15395.0,34712.0,44418.0,42243.0,86661.0,129659.0,555463.0,688175.0,2012
"Charlotte-Gastonia-Rock Hill, NC-SC",7381.0,2029.0,10318.0,6042.0,16360.0,36898.0,34158.0,71056.0,64026.0,135114.0,199140.0,288585.0,1509049.0,1805015.0,2012
"Charlottesville, VA",2901.0,641.0,788.0,354.0,1142.0,7932.0,4646.0,12578.0,9542.0,7133.0,16675.0,31036.0,170251.0,204188.0,2012
"Chattanooga, TN-GA",1102.0,2248.0,2585.0,1856.0,4441.0,9559.0,8993.0,18552.0,34034.0,22718.0,56752.0,81993.0,451216.0,534311.0,2012
"Cheyenne, WY",351.0,363.0,525.0,350.0,875.0,2018.0,2111.0,4129.0,4841.0,7842.0,12683.0,18050.0,75016.0,93417.0,2012
"Chicago-Joliet-Naperville, IL-IN-WI",54191.0,4669.0,9764.0,10689.0,20453.0,71620.0,83866.0,155486.0,516686.0,469638.0,986324.0,1166932.0,8188698.0,9409821.0,2012
"Chico, CA",861.0,796.0,493.0,566.0,1059.0,6396.0,4119.0,10515.0,14776.0,16682.0,31458.0,43828.0,174532.0,219221.0,2012
"Chillicothe, OH Micro Area",861.0,796.0,493.0,566.0,1059.0,6396.0,4119.0,10515.0,14776.0,16682.0,31458.0,43828.0,174532.0,219221.0,2012
"Cincinnati-Middletown, OH-KY-IN",5547.0,4238.0,3116.0,2373.0,5489.0,27766.0,17385.0,45151.0,172118.0,73104.0,245222.0,300100.0,1814152.0,2119799.0,2012
"Clarksburg, WV Micro Area",5547.0,4238.0,3116.0,2373.0,5489.0,27766.0,17385.0,45151.0,172118.0,73104.0,245222.0,300100.0,1814152.0,2119799.0,2012
"Clarksville, TN-KY",4806.0,1832.0,1399.0,1473.0,2872.0,10593.0,9404.0,19997.0,12229.0,22338.0,34567.0,59268.0,218278.0,282352.0,2012
"Clearlake, CA Micro Area",4806.0,1832.0,1399.0,1473.0,2872.0,10593.0,9404.0,19997.0,12229.0,22338.0,34567.0,59268.0,218278.0,282352.0,2012
"Cleveland, TN",243.0,722.0,1151.0,71.0,1222.0,2313.0,2042.0,4355.0,3933.0,7013.0,10946.0,17245.0,100765.0,118253.0,2012
"Cleveland-Elyria-Mentor, OH",10300.0,1951.0,4652.0,2514.0,7166.0,24759.0,18240.0,42999.0,132609.0,80092.0,212701.0,264817.0,1767979.0,2043096.0,2012
"Coamo, PR Micro Area",10300.0,1951.0,4652.0,2514.0,7166.0,24759.0,18240.0,42999.0,132609.0,80092.0,212701.0,264817.0,1767979.0,2043096.0,2012
"Coeur d'Alene, ID",134.0,2526.0,216.0,2561.0,2777.0,5267.0,2649.0,7916.0,8402.0,7100.0,15502.0,28721.0,111239.0,140094.0,2012
"College Station-Bryan, TX",3753.0,2029.0,288.0,798.0,1086.0,9089.0,9690.0,18779.0,3408.0,33417.0,36825.0,58719.0,167525.0,229997.0,2012
"Colorado Springs, CO",11271.0,1925.0,4553.0,3499.0,8052.0,24285.0,20737.0,45022.0,20874.0,61396.0,82270.0,137269.0,511047.0,659587.0,2012
"Columbia, MO",1239.0,938.0,1143.0,910.0,2053.0,8719.0,5020.0,13739.0,8009.0,19850.0,27859.0,44589.0,129902.0,175730.0,2012
"Columbia, SC",2874.0,3337.0,4221.0,5435.0,9656.0,23605.0,20165.0,43770.0,54501.0,22982.0,77483.0,134246.0,639848.0,776968.0,2012
"Columbia, TN Micro Area",2874.0,3337.0,4221.0,5435.0,9656.0,23605.0,20165.0,43770.0,54501.0,22982.0,77483.0,134246.0,639848.0,776968.0,2012
"Columbus, GA-AL",2542.0,3017.0,1268.0,1648.0,2916.0,16005.0,9001.0,25006.0,8995.0,23299.0,32294.0,63233.0,235900.0,301675.0,2012
"Crestview-Fort Walton Beach-Destin, FL",1373.0,1436.0,592.0,553.0,1145.0,7941.0,5004.0,12945.0,9507.0,8943.0,18450.0,33976.0,151779.0,187128.0,2012
"Cullman, AL Micro Area",1373.0,1436.0,592.0,553.0,1145.0,7941.0,5004.0,12945.0,9507.0,8943.0,18450.0,33976.0,151779.0,187128.0,2012
"Prescott, AZ",357.0,848.0,803.0,945.0,1748.0,7191.0,6725.0,13916.0,18724.0,4492.0,23216.0,39728.0,171224.0,211309.0,2012
"Providence-New Bedford-Fall River, RI-MA",7779.0,672.0,1216.0,345.0,1561.0,28061.0,12853.0,40914.0,76615.0,67109.0,143724.0,186871.0,1390597.0,1585247.0,2012
"Provo-Orem, UT",5202.0,3014.0,1515.0,4197.0,5712.0,19884.0,10961.0,30845.0,29108.0,41091.0,70199.0,109770.0,423614.0,538586.0,2012
"Pueblo, CO",181.0,844.0,389.0,780.0,1169.0,2410.0,2157.0,4567.0,4570.0,15483.0,20053.0,26633.0,131781.0,158595.0,2012
"Punta Gorda, FL",522.0,534.0,959.0,1158.0,2117.0,4788.0,4076.0,8864.0,7902.0,1261.0,9163.0,20678.0,140241.0,161441.0,2012
"Quincy, IL-MO Micro Area",522.0,534.0,959.0,1158.0,2117.0,4788.0,4076.0,8864.0,7902.0,1261.0,9163.0,20678.0,140241.0,161441.0,2012
"Racine, WI",114.0,130.0,626.0,136.0,762.0,4432.0,2081.0,6513.0,4120.0,8490.0,12610.0,20015.0,172532.0,192661.0,2012
"Raleigh-Cary, NC",8125.0,3559.0,4920.0,4295.0,9215.0,25826.0,26416.0,52242.0,40337.0,65462.0,105799.0,170815.0,994589.0,1173529.0,2012
"Rapid City, SD",265.0,702.0,696.0,1821.0,2517.0,1941.0,3593.0,5534.0,5669.0,12361.0,18030.0,26783.0,102317.0,129365.0,2012
"Reading, PA",1602.0,345.0,1310.0,295.0,1605.0,10170.0,3613.0,13783.0,21797.0,15574.0,37371.0,53104.0,354420.0,409126.0,2012
"Redding, CA",1471.0,1100.0,2045.0,157.0,2202.0,2801.0,2368.0,5169.0,8581.0,10168.0,18749.0,27220.0,148358.0,177049.0,2012
"Richmond, VA",4636.0,5221.0,1834.0,572.0,2406.0,27688.0,22209.0,49897.0,98574.0,35087.0,133661.0,191185.0,1069849.0,1265670.0,2012
"Richmond-Berea, KY Micro Area",4636.0,5221.0,1834.0,572.0,2406.0,27688.0,22209.0,49897.0,98574.0,35087.0,133661.0,191185.0,1069849.0,1265670.0,2012
"Riverside-San Bernardino-Ontario, CA",19574.0,2142.0,2837.0,4150.0,6987.0,85499.0,80951.0,166450.0,341267.0,159994.0,501261.0,676840.0,3594350.0,4290764.0,2012
"Roanoke, VA",948.0,1255.0,173.0,873.0,1046.0,6349.0,3868.0,10217.0,20959.0,15513.0,36472.0,48990.0,255869.0,305807.0,2012
"Roanoke Rapids, NC Micro Area",948.0,1255.0,173.0,873.0,1046.0,6349.0,3868.0,10217.0,20959.0,15513.0,36472.0,48990.0,255869.0,305807.0,2012
"Rochester, MN",783.0,1157.0,1030.0,1278.0,2308.0,2398.0,3163.0,5561.0,4849.0,11660.0,16509.0,25535.0,159639.0,185957.0,2012
"Rochester, NY",6094.0,2127.0,4947.0,2112.0,7059.0,15571.0,9428.0,24999.0,75705.0,46441.0,122146.0,156331.0,884089.0,1046514.0,2012
"Rockford, IL",789.0,335.0,1252.0,530.0,1782.0,3875.0,2321.0,6196.0,17421.0,20858.0,38279.0,46592.0,293854.0,341235.0,2012
"Rocky Mount, NC",189.0,402.0,670.0,635.0,1305.0,2498.0,1499.0,3997.0,6855.0,8405.0,15260.0,20964.0,129287.0,150440.0,2012
"Rome, GA",239.0,189.0,450.0,828.0,1278.0,2906.0,1446.0,4352.0,2619.0,5055.0,7674.0,13493.0,80785.0,94517.0,2012
"Roseburg, OR Micro Area",239.0,189.0,450.0,828.0,1278.0,2906.0,1446.0,4352.0,2619.0,5055.0,7674.0,13493.0,80785.0,94517.0,2012
"Roswell, NM Micro Area",239.0,189.0,450.0,828.0,1278.0,2906.0,1446.0,4352.0,2619.0,5055.0,7674.0,13493.0,80785.0,94517.0,2012
"Russellville, AR Micro Area",239.0,189.0,450.0,828.0,1278.0,2906.0,1446.0,4352.0,2619.0,5055.0,7674.0,13493.0,80785.0,94517.0,2012
"Sacramento--Arden-Arcade--Roseville, CA",12615.0,3249.0,5499.0,2807.0,8306.0,32972.0,37209.0,70181.0,169948.0,139231.0,309179.0,390915.0,1767988.0,2171518.0,2012
"Saginaw-Saginaw Township North, MI",388.0,868.0,819.0,974.0,1793.0,2494.0,3588.0,6082.0,7866.0,7225.0,15091.0,23834.0,171905.0,196127.0,2012
"St. Cloud, MN",1099.0,2063.0,628.0,1284.0,1912.0,8178.0,2849.0,11027.0,9818.0,11974.0,21792.0,36794.0,150674.0,188567.0,2012
"St. George, UT",1103.0,1382.0,424.0,753.0,1177.0,2798.0,2838.0,5636.0,6088.0,12222.0,18310.0,26505.0,115112.0,142720.0,2012
"St. Joseph, MO-KS",106.0,2417.0,518.0,1165.0,1683.0,3499.0,2356.0,5855.0,2779.0,9945.0,12724.0,22679.0,103860.0,126645.0,2012
"St. Louis, MO-IL",10196.0,8309.0,3949.0,4222.0,8171.0,25498.0,25274.0,50772.0,246940.0,65994.0,312934.0,380186.0,2397737.0,2788119.0,2012
"Salem, OR",2571.0,1660.0,1242.0,2567.0,3809.0,8362.0,6341.0,14703.0,25894.0,21790.0,47684.0,67856.0,320803.0,391230.0,2012
"Salinas, CA",2542.0,145.0,844.0,550.0,1394.0,9553.0,8809.0,18362.0,20811.0,16180.0,36991.0,56892.0,360200.0,419634.0,2012
"Salisbury, MD",178.0,190.0,1566.0,364.0,1930.0,6037.0,1712.0,7749.0,5023.0,5552.0,10575.0,20444.0,104777.0,125399.0,2012
"Salisbury, NC Micro Area",178.0,190.0,1566.0,364.0,1930.0,6037.0,1712.0,7749.0,5023.0,5552.0,10575.0,20444.0,104777.0,125399.0,2012
"Salt Lake City, UT",8363.0,2018.0,3524.0,2877.0,6401.0,25164.0,18530.0,43694.0,100229.0,31144.0,131373.0,183486.0,951288.0,1143137.0,2012
"San Angelo, TX",632.0,1855.0,1215.0,1332.0,2547.0,4480.0,5618.0,10098.0,1918.0,13652.0,15570.0,30070.0,83521.0,114223.0,2012
"San Antonio-New Braunfels, TX",15432.0,4955.0,5547.0,6022.0,11569.0,28364.0,45732.0,74096.0,59440.0,211610.0,271050.0,361670.0,1827531.0,2204633.0,2012
"San Diego-Carlsbad-San Marcos, CA",29643.0,1171.0,4654.0,2692.0,7346.0,59893.0,58794.0,118687.0,147359.0,189528.0,336887.0,464091.0,2644405.0,3138139.0,2012
"Sandusky, OH",83.0,173.0,375.0,157.0,532.0,3052.0,1177.0,4229.0,2374.0,4409.0,6783.0,11717.0,64100.0,75900.0,2012
"Winston-Salem, NC",600.0,1573.0,3462.0,1126.0,4588.0,7255.0,7458.0,14713.0,17160.0,26087.0,43247.0,64121.0,414777.0,479498.0,2012
"Wooster, OH Micro Area",600.0,1573.0,3462.0,1126.0,4588.0,7255.0,7458.0,14713.0,17160.0,26087.0,43247.0,64121.0,414777.0,479498.0,2012
"Worcester, MA",4159.0,279.0,1404.0,254.0,1658.0,16647.0,6413.0,23060.0,41868.0,16147.0,58015.0,83012.0,710176.0,797347.0,2012
"Yakima, WA",631.0,114.0,297.0,162.0,459.0,2099.0,3374.0,5473.0,14556.0,15499.0,30055.0,36101.0,206226.0,242958.0,2012
"Columbus, IN",1302.0,179.0,564.0,753.0,1317.0,2367.0,1330.0,3697.0,628.0,4517.0,5145.0,10338.0,66212.0,77852.0,2012
"Columbus, OH",9976.0,3985.0,8623.0,4454.0,13077.0,35586.0,26463.0,62049.0,111056.0,119599.0,230655.0,309766.0,1534314.0,1854056.0,2012
"Concord, NH Micro Area",9976.0,3985.0,8623.0,4454.0,13077.0,35586.0,26463.0,62049.0,111056.0,119599.0,230655.0,309766.0,1534314.0,1854056.0,2012
"Cookeville, TN Micro Area",9976.0,3985.0,8623.0,4454.0,13077.0,35586.0,26463.0,62049.0,111056.0,119599.0,230655.0,309766.0,1534314.0,1854056.0,2012
"Coos Bay, OR Micro Area",9976.0,3985.0,8623.0,4454.0,13077.0,35586.0,26463.0,62049.0,111056.0,119599.0,230655.0,309766.0,1534314.0,1854056.0,2012
"Corning, NY Micro Area",9976.0,3985.0,8623.0,4454.0,13077.0,35586.0,26463.0,62049.0,111056.0,119599.0,230655.0,309766.0,1534314.0,1854056.0,2012
"Corpus Christi, TX",663.0,1934.0,579.0,2814.0,3393.0,10104.0,9456.0,19560.0,13674.0,38130.0,51804.0,76691.0,353329.0,430683.0,2012
"Corvallis, OR",506.0,297.0,631.0,1934.0,2565.0,3844.0,2598.0,6442.0,1159.0,6158.0,7317.0,16621.0,68517.0,85644.0,2012
"Cumberland, MD-WV",141.0,1253.0,162.0,498.0,660.0,2834.0,476.0,3310.0,5939.0,2248.0,8187.0,13410.0,87594.0,101145.0,2012
"Dallas-Fort Worth-Arlington, TX",51345.0,12142.0,10735.0,16110.0,26845.0,76053.0,95701.0,171754.0,340087.0,483891.0,823978.0,1034719.0,5476541.0,6562605.0,2012
"Dalton, GA",164.0,737.0,1231.0,126.0,1357.0,1441.0,962.0,2403.0,9786.0,4586.0,14372.0,18869.0,121822.0,140855.0,2012
"Danville, IL",150.0,285.0,66.0,83.0,149.0,1010.0,1032.0,2042.0,2944.0,5281.0,8225.0,10701.0,68747.0,79598.0,2012
"Danville, VA",159.0,1403.0,439.0,212.0,651.0,2631.0,1523.0,4154.0,2921.0,4133.0,7054.0,13262.0,91454.0,104875.0,2012
"Daphne-Fairhope-Foley, AL Micro Area",159.0,1403.0,439.0,212.0,651.0,2631.0,1523.0,4154.0,2921.0,4133.0,7054.0,13262.0,91454.0,104875.0,2012
"Davenport-Moline-Rock Island, IA-IL",1100.0,702.0,1462.0,2001.0,3463.0,5891.0,5832.0,11723.0,13807.0,22318.0,36125.0,52013.0,323088.0,376201.0,2012
"Dayton, OH",4640.0,1796.0,3517.0,1456.0,4973.0,19735.0,9634.0,29369.0,73410.0,30254.0,103664.0,139802.0,688697.0,833139.0,2012
"Decatur, AL",40.0,266.0,889.0,413.0,1302.0,2018.0,2133.0,4151.0,9398.0,6921.0,16319.0,22038.0,130869.0,152947.0,2012
"Decatur, IL",277.0,540.0,466.0,485.0,951.0,2853.0,1188.0,4041.0,2553.0,13364.0,15917.0,21449.0,87155.0,108881.0,2012
"Deltona-Daytona Beach-Ormond Beach, FL",1904.0,1249.0,1626.0,406.0,2032.0,19687.0,12905.0,32592.0,24046.0,15142.0,39188.0,75061.0,414649.0,491614.0,2012
"Denver-Aurora-Broomfield, CO",15512.0,7721.0,6489.0,5235.0,11724.0,54401.0,56903.0,111304.0,184730.0,160522.0,345252.0,476001.0,2119928.0,2611441.0,2012
"Des Moines-West Des Moines, IA",1863.0,5107.0,1524.0,2274.0,3798.0,6681.0,14418.0,21099.0,23875.0,41063.0,64938.0,94942.0,484412.0,581217.0,2012
"Detroit-Warren-Livonia, MI",20965.0,6282.0,3614.0,3795.0,7409.0,29008.0,29759.0,58767.0,273969.0,203734.0,477703.0,550161.0,3674146.0,4245272.0,2012
"Yauco, PR",20965.0,6282.0,3614.0,3795.0,7409.0,29008.0,29759.0,58767.0,273969.0,203734.0,477703.0,550161.0,3674146.0,4245272.0,2012
"York-Hanover, PA",1647.0,715.0,2568.0,415.0,2983.0,9773.0,3350.0,13123.0,20390.0,7995.0,28385.0,45206.0,386991.0,433844.0,2012
"Youngstown-Warren-Boardman, OH-PA",940.0,354.0,3905.0,635.0,4540.0,8896.0,5981.0,14877.0,31333.0,14601.0,45934.0,65705.0,487210.0,553855.0,2012
"Yuba City, CA",1602.0,1086.0,668.0,128.0,796.0,4231.0,2554.0,6785.0,14456.0,8759.0,23215.0,31882.0,132233.0,165717.0,2012
"Yuma, AZ",2069.0,629.0,912.0,1089.0,2001.0,6520.0,3214.0,9734.0,5631.0,17463.0,23094.0,35458.0,160018.0,197545.0,2012
"Eau Claire, WI",659.0,2539.0,1352.0,560.0,1912.0,2562.0,1718.0,4280.0,7415.0,9432.0,16847.0,25578.0,135076.0,161313.0,2012
"El Centro, CA",1439.0,122.0,48.0,164.0,212.0,1761.0,5047.0,6808.0,12146.0,8775.0,20921.0,28063.0,143985.0,173487.0,2012
"Dothan, AL",156.0,1235.0,1203.0,661.0,1864.0,1482.0,1507.0,2989.0,6346.0,7079.0,13425.0,19513.0,125441.0,145110.0,2012
"Dover, DE",940.0,104.0,1517.0,232.0,1749.0,4028.0,2768.0,6796.0,8144.0,4031.0,12175.0,20824.0,143640.0,165404.0,2012
"DuBois, PA Micro Area",940.0,104.0,1517.0,232.0,1749.0,4028.0,2768.0,6796.0,8144.0,4031.0,12175.0,20824.0,143640.0,165404.0,2012
"Dubuque, IA",75.0,1050.0,176.0,325.0,501.0,1370.0,1005.0,2375.0,2782.0,5016.0,7798.0,11724.0,82007.0,93806.0,2012
"Duluth, MN-WI",521.0,4100.0,923.0,1064.0,1987.0,5671.0,2227.0,7898.0,16627.0,14116.0,30743.0,44728.0,231873.0,277122.0,2012
"Guayama, PR",521.0,4100.0,923.0,1064.0,1987.0,5671.0,2227.0,7898.0,16627.0,14116.0,30743.0,44728.0,231873.0,277122.0,2012
"Gulfport-Biloxi, MS",603.0,927.0,977.0,1319.0,2296.0,9102.0,8308.0,17410.0,11769.0,16644.0,28413.0,49046.0,203917.0,253566.0,2012
"Hagerstown-Martinsburg, MD-WV",561.0,360.0,2251.0,161.0,2412.0,12147.0,3830.0,15977.0,17754.0,7185.0,24939.0,43688.0,225979.0,270228.0,2012
"Hammond, LA Micro Area",561.0,360.0,2251.0,161.0,2412.0,12147.0,3830.0,15977.0,17754.0,7185.0,24939.0,43688.0,225979.0,270228.0,2012
"Hanford-Corcoran, CA",309.0,123.0,371.0,402.0,773.0,8559.0,6067.0,14626.0,7537.0,9834.0,17371.0,32893.0,115976.0,149178.0,2012
"Harrisburg-Carlisle, PA",2878.0,968.0,2285.0,891.0,3176.0,12488.0,6584.0,19072.0,38075.0,11664.0,49739.0,72955.0,472486.0,548319.0,2012
"Harrisonburg, VA",1792.0,620.0,666.0,107.0,773.0,4518.0,3383.0,7901.0,4795.0,6881.0,11676.0,20970.0,104061.0,126823.0,2012
"Hartford-West Hartford-East Hartford, CT",7124.0,402.0,2418.0,1637.0,4055.0,17963.0,16488.0,34451.0,65192.0,36205.0,101397.0,140305.0,1054620.0,1202049.0,2012
"Hattiesburg, MS",452.0,1173.0,2893.0,1534.0,4427.0,4736.0,1998.0,6734.0,5497.0,13100.0,18597.0,30931.0,113995.0,145378.0,2012
"Helena, MT Micro Area",452.0,1173.0,2893.0,1534.0,4427.0,4736.0,1998.0,6734.0,5497.0,13100.0,18597.0,30931.0,113995.0,145378.0,2012
"Hickory-Lenoir-Morganton, NC",284.0,1950.0,1433.0,1878.0,3311.0,2558.0,3648.0,6206.0,18977.0,10841.0,29818.0,41285.0,318535.0,360104.0,2012
"Hilo, HI Micro Area",284.0,1950.0,1433.0,1878.0,3311.0,2558.0,3648.0,6206.0,18977.0,10841.0,29818.0,41285.0,318535.0,360104.0,2012
"Hilton Head Island-Beaufort, SC Micro Area",284.0,1950.0,1433.0,1878.0,3311.0,2558.0,3648.0,6206.0,18977.0,10841.0,29818.0,41285.0,318535.0,360104.0,2012
"Hinesville-Fort Stewart, GA",1645.0,454.0,1757.0,819.0,2576.0,4816.0,2865.0,7681.0,2331.0,3904.0,6235.0,16946.0,63659.0,82250.0,2012
"Hobbs, NM Micro Area",1645.0,454.0,1757.0,819.0,2576.0,4816.0,2865.0,7681.0,2331.0,3904.0,6235.0,16946.0,63659.0,82250.0,2012
"Holland-Grand Haven, MI",2382.0,703.0,1443.0,898.0,2341.0,10736.0,4569.0,15305.0,18525.0,4732.0,23257.0,41606.0,221840.0,265828.0,2012
"Homosassa Springs, FL Micro Area",2382.0,703.0,1443.0,898.0,2341.0,10736.0,4569.0,15305.0,18525.0,4732.0,23257.0,41606.0,221840.0,265828.0,2012
"Honolulu, HI",16963.0,766.0,5180.0,2386.0,7566.0,20124.0,15940.0,36064.0,57150.0,31870.0,89020.0,133416.0,813753.0,964132.0,2012
"Hot Springs, AR",441.0,1859.0,1581.0,369.0,1950.0,1288.0,2936.0,4224.0,5906.0,5425.0,11331.0,19364.0,76018.0,95823.0,2012
"Houma-Bayou Cane-Thibodaux, LA",260.0,371.0,351.0,389.0,740.0,2567.0,2669.0,5236.0,13349.0,10447.0,23796.0,30143.0,175934.0,206337.0,2012
"Houston-Sugar Land-Baytown, TX",48507.0,10082.0,5624.0,15762.0,21386.0,65285.0,87229.0,152514.0,354452.0,438626.0,793078.0,977060.0,5097727.0,6123294.0,2012
"Huntington-Ashland, WV-KY-OH",405.0,1046.0,1763.0,1066.0,2829.0,5942.0,2041.0,7983.0,14011.0,10309.0,24320.0,36178.0,246188.0,282771.0,2012
"Huntsville, AL",1300.0,2800.0,1553.0,1323.0,2876.0,10027.0,7016.0,17043.0,16361.0,18997.0,35358.0,58077.0,365752.0,425129.0,2012
"Huntsville, TX Micro Area",1300.0,2800.0,1553.0,1323.0,2876.0,10027.0,7016.0,17043.0,16361.0,18997.0,35358.0,58077.0,365752.0,425129.0,2012
