geoname,sumlevel,year,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,B1,B2,B3,B4,B5,B6,B7,B8,B9,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E5,E6,E7,E9,E10,E11,E13,E14,E15,E17,E18,E19,E21,E22,E23,F1,F2,F3,F5,F6,F7,F9,F10,F11,F13,F14,F15,F17,F18,F19,F21,F22,F23,G1,G2,G3,G5,G6,G7,G9,G10,G11,G13,G14,G15,G17,G18,G19,H1,H2,H4,H5,H7,H8,H10,H11,H13,H14,H16,I1,I2,I4,I5,I7,I8,I10,I11,I13,I14,I16,J1,J2,J4,J5,J7,J8,J10,J11,J13,J14,J16
"Elgin city, Illinois",City,2008-2012,1205.0,2405.0,3610.0,2075.0,2550.0,4625.0,4485.0,2640.0,7125.0,2885.0,805.0,3690.0,14330.0,1915.0,16245.0,24980.0,10320.0,35300.0,10335.0,5960.0,16295.0,14530.0,4235.0,18765.0,115.0,125.0,240.0,4440.0,3455.0,7895.0,20425.0,6740.0,27165.0,15005.0,4715.0,19720.0,6315.0,3150.0,9465.0,3525.0,2330.0,5855.0,130.0,125.0,255.0,2960.0,415.0,240.0,4120.0,500.0,0.0,4580.0,2545.0,0.0,1765.0,1925.0,0.0,2870.0,13385.0,0.0,16295.0,18765.0,240.0,1930.0,355.0,125.0,2330.0,220.0,0.0,1340.0,1300.0,0.0,155.0,650.0,0.0,205.0,1715.0,0.0,5960.0,4235.0,125.0,1030.0,60.0,115.0,1790.0,280.0,0.0,3240.0,1245.0,0.0,1610.0,1275.0,0.0,2665.0,11670.0,0.0,2910.0,2475.0,4020.0,1810.0,4295.0,1265.0,1575.0,95.0,2530.0,210.0,15330.0,1930.0,1555.0,2225.0,695.0,1160.0,80.0,95.0,0.0,70.0,0.0,5480.0,980.0,920.0,1795.0,1115.0,3130.0,1185.0,1475.0,95.0,2460.0,210.0,9840.0
"Dallas city, Texas",City,2008-2012,19565.0,63295.0,82860.0,23550.0,46465.0,70015.0,32725.0,52055.0,84780.0,19125.0,24435.0,43560.0,107920.0,67840.0,175760.0,202880.0,254090.0,456970.0,68465.0,127095.0,195560.0,132325.0,118510.0,250835.0,2095.0,8485.0,10580.0,34920.0,77400.0,112320.0,165865.0,168205.0,334070.0,138900.0,133020.0,271920.0,35445.0,57555.0,93000.0,26335.0,54480.0,80815.0,2205.0,9025.0,11230.0,64670.0,7610.0,10580.0,55480.0,14535.0,0.0,41835.0,42945.0,0.0,12660.0,30895.0,0.0,20915.0,154845.0,0.0,195560.0,250835.0,10580.0,49725.0,5085.0,8485.0,39870.0,6595.0,0.0,25255.0,26800.0,0.0,6290.0,18140.0,0.0,5955.0,61885.0,0.0,127095.0,118510.0,8485.0,14945.0,2525.0,2095.0,15610.0,7940.0,0.0,16580.0,16145.0,0.0,6370.0,12755.0,0.0,14960.0,92960.0,0.0,63215.0,51620.0,51280.0,18135.0,34340.0,6460.0,8870.0,1840.0,16120.0,2765.0,173825.0,48700.0,40605.0,36485.0,10755.0,19950.0,2355.0,3815.0,450.0,3085.0,315.0,112035.0,14510.0,11015.0,14795.0,7375.0,14390.0,4105.0,5050.0,1390.0,13035.0,2450.0,61780.0
"Fort Worth city, Texas",City,2008-2012,12110.0,27750.0,39860.0,14755.0,19005.0,33760.0,23160.0,22015.0,45175.0,15210.0,10460.0,25670.0,89290.0,27860.0,117150.0,154530.0,107090.0,261615.0,42915.0,53745.0,96660.0,110720.0,51230.0,161950.0,895.0,2115.0,3010.0,20720.0,31495.0,52215.0,132915.0,73480.0,206395.0,115330.0,55425.0,170755.0,23110.0,24740.0,47850.0,15125.0,24745.0,39870.0,970.0,2180.0,3150.0,32050.0,4800.0,3010.0,24980.0,8780.0,0.0,22630.0,22545.0,0.0,6890.0,18775.0,0.0,10105.0,107045.0,0.0,96660.0,161950.0,3010.0,22660.0,2975.0,2115.0,15980.0,3025.0,0.0,10970.0,11045.0,0.0,2080.0,8375.0,0.0,2055.0,25805.0,0.0,53745.0,51230.0,2115.0,9390.0,1825.0,895.0,9000.0,5755.0,0.0,11660.0,11500.0,0.0,4810.0,10400.0,0.0,8050.0,81240.0,0.0,31410.0,25225.0,23535.0,9610.0,19285.0,3815.0,5570.0,540.0,7915.0,680.0,87715.0,22355.0,18150.0,15305.0,5205.0,9275.0,1155.0,1465.0,125.0,1085.0,110.0,49485.0,9055.0,7075.0,8230.0,4405.0,10010.0,2660.0,4110.0,415.0,6830.0,570.0,38235.0
"Arlington city, Texas",City,2008-2012,3395.0,12690.0,16085.0,5065.0,10425.0,15490.0,10825.0,13800.0,24625.0,8015.0,6120.0,14135.0,48970.0,12935.0,61905.0,76270.0,55975.0,132245.0,20765.0,29075.0,49840.0,55180.0,25765.0,80945.0,325.0,1140.0,1465.0,9295.0,17290.0,26585.0,66645.0,37550.0,104195.0,56955.0,28070.0,85025.0,12085.0,13480.0,25565.0,6905.0,13165.0,20070.0,325.0,1255.0,1580.0,13720.0,900.0,1465.0,12915.0,2585.0,0.0,13250.0,11380.0,0.0,4580.0,9555.0,0.0,5380.0,56525.0,0.0,49840.0,80945.0,1465.0,10915.0,635.0,1140.0,9215.0,1215.0,0.0,6960.0,6845.0,0.0,1170.0,4950.0,0.0,815.0,12120.0,0.0,29075.0,25765.0,1140.0,2805.0,265.0,325.0,3700.0,1370.0,0.0,6290.0,4535.0,0.0,3410.0,4605.0,0.0,4565.0,44405.0,0.0,13565.0,11620.0,12530.0,5100.0,11925.0,2390.0,3650.0,455.0,3970.0,500.0,45640.0,10775.0,9375.0,8940.0,2925.0,5985.0,750.0,650.0,90.0,295.0,25.0,26645.0,2790.0,2245.0,3590.0,2175.0,5945.0,1645.0,2995.0,365.0,3670.0,475.0,18990.0
"Houston city, Texas",City,2008-2012,31700.0,100810.0,132510.0,36120.0,76500.0,112620.0,54240.0,86190.0,140430.0,31985.0,37245.0,69230.0,201175.0,117485.0,318660.0,355220.0,418230.0,773450.0,104890.0,214185.0,319075.0,246850.0,194250.0,441100.0,3475.0,9790.0,13265.0,54660.0,133005.0,187665.0,297080.0,275435.0,572515.0,258235.0,217705.0,475940.0,52910.0,94755.0,147665.0,40460.0,95075.0,135535.0,3615.0,10700.0,14315.0,107955.0,11295.0,13265.0,88095.0,24520.0,0.0,68750.0,71680.0,0.0,19955.0,49280.0,0.0,34330.0,284330.0,0.0,319075.0,441100.0,13265.0,84745.0,6280.0,9790.0,66310.0,10185.0,0.0,42190.0,44000.0,0.0,9535.0,27715.0,0.0,11410.0,106075.0,0.0,214185.0,194250.0,9790.0,23210.0,5015.0,3475.0,21785.0,14335.0,0.0,26560.0,27680.0,0.0,10420.0,21565.0,0.0,22920.0,178255.0,0.0,105610.0,87440.0,82510.0,31870.0,56885.0,11270.0,14585.0,1920.0,23610.0,3035.0,283200.0,82955.0,69710.0,61790.0,20380.0,33480.0,4170.0,6135.0,480.0,5470.0,335.0,189830.0,22655.0,17730.0,20720.0,11490.0,23405.0,7100.0,8450.0,1440.0,18140.0,2700.0,93370.0
"The Woodlands CDP, Texas",City,2008-2012,800.0,1340.0,2140.0,1065.0,950.0,2015.0,1545.0,1570.0,3115.0,1555.0,930.0,2485.0,21595.0,4100.0,25695.0,26565.0,8885.0,35450.0,5665.0,3480.0,9145.0,20705.0,5360.0,26065.0,195.0,45.0,240.0,2335.0,1565.0,3900.0,24035.0,7275.0,31310.0,20760.0,5585.0,26345.0,3375.0,1930.0,5305.0,2240.0,1315.0,3555.0,195.0,45.0,240.0,1490.0,405.0,240.0,1565.0,450.0,0.0,2235.0,880.0,0.0,1240.0,1250.0,0.0,2615.0,23080.0,0.0,9145.0,26065.0,240.0,920.0,370.0,45.0,665.0,285.0,0.0,1230.0,340.0,0.0,335.0,595.0,0.0,330.0,3770.0,0.0,3480.0,5360.0,45.0,570.0,35.0,195.0,900.0,165.0,0.0,1005.0,540.0,0.0,905.0,655.0,0.0,2285.0,19310.0,0.0,1490.0,1230.0,1565.0,775.0,2140.0,665.0,1205.0,290.0,2455.0,590.0,8855.0,920.0,675.0,665.0,320.0,1135.0,240.0,300.0,45.0,225.0,35.0,3245.0,575.0,560.0,900.0,455.0,1005.0,425.0,905.0,245.0,2230.0,555.0,5615.0
"Sugar Land city, Texas",City,2008-2012,765.0,415.0,1180.0,640.0,390.0,1030.0,1350.0,790.0,2140.0,795.0,610.0,1405.0,17255.0,2685.0,19940.0,20805.0,4890.0,25695.0,5205.0,1735.0,6940.0,15470.0,3060.0,18530.0,130.0,100.0,230.0,2395.0,1055.0,3450.0,18280.0,3740.0,22020.0,15645.0,3255.0,18900.0,2810.0,715.0,3525.0,2215.0,805.0,3020.0,130.0,115.0,245.0,865.0,80.0,230.0,895.0,135.0,0.0,1410.0,740.0,0.0,920.0,485.0,0.0,2850.0,17090.0,0.0,6940.0,18530.0,230.0,270.0,45.0,100.0,345.0,45.0,0.0,555.0,240.0,0.0,380.0,230.0,0.0,185.0,2500.0,0.0,1735.0,3060.0,100.0,595.0,35.0,130.0,550.0,90.0,0.0,855.0,500.0,0.0,540.0,255.0,0.0,2665.0,14590.0,0.0,855.0,815.0,880.0,715.0,1370.0,615.0,810.0,320.0,2635.0,555.0,6550.0,255.0,255.0,325.0,315.0,535.0,205.0,275.0,15.0,130.0,15.0,1520.0,600.0,560.0,550.0,400.0,835.0,410.0,540.0,310.0,2500.0,535.0,5025.0
"Washington city, District of Columbia",City,2008-2012,9565.0,48030.0,57595.0,8550.0,22440.0,30990.0,8895.0,16970.0,25865.0,8375.0,12860.0,21235.0,75465.0,50035.0,125500.0,110855.0,150340.0,261190.0,33665.0,71115.0,104780.0,76495.0,74805.0,151300.0,690.0,4420.0,5110.0,15505.0,41855.0,57360.0,94655.0,104065.0,198720.0,77875.0,78770.0,156645.0,18505.0,31420.0,49925.0,13750.0,35580.0,49330.0,730.0,4565.0,5295.0,42800.0,9685.0,5110.0,21295.0,9695.0,0.0,12965.0,12900.0,0.0,8915.0,12320.0,0.0,18795.0,106705.0,0.0,104780.0,151300.0,5110.0,35460.0,8150.0,4420.0,15825.0,6615.0,0.0,8220.0,8750.0,0.0,5180.0,7680.0,0.0,6425.0,43610.0,0.0,71115.0,74805.0,4420.0,7340.0,1535.0,690.0,5470.0,3080.0,0.0,4745.0,4150.0,0.0,3735.0,4640.0,0.0,12370.0,63095.0,0.0,42100.0,33320.0,20495.0,8885.0,12275.0,3665.0,8220.0,1745.0,16170.0,1720.0,99260.0,34815.0,27410.0,15110.0,5785.0,7585.0,1560.0,4615.0,560.0,4875.0,265.0,67000.0,7285.0,5910.0,5380.0,3095.0,4690.0,2105.0,3605.0,1185.0,11295.0,1455.0,32255.0
"Arlington CDP, Virginia",City,2008-2012,1625.0,6950.0,8575.0,1550.0,4895.0,6445.0,1835.0,4340.0,6175.0,2440.0,4365.0,6805.0,35245.0,29745.0,64990.0,42695.0,50295.0,92990.0,10460.0,18705.0,29165.0,32115.0,31050.0,63165.0,120.0,540.0,660.0,3500.0,9510.0,13010.0,39075.0,40245.0,79320.0,32360.0,32180.0,64540.0,7085.0,9550.0,16635.0,3135.0,8000.0,11135.0,120.0,570.0,690.0,7135.0,780.0,660.0,5595.0,845.0,0.0,4135.0,2040.0,0.0,3490.0,3310.0,0.0,8800.0,56185.0,0.0,29165.0,63165.0,660.0,5715.0,695.0,540.0,4460.0,435.0,0.0,3130.0,1210.0,0.0,2315.0,2050.0,0.0,3080.0,26660.0,0.0,18705.0,31050.0,540.0,1420.0,85.0,120.0,1135.0,410.0,0.0,1005.0,830.0,0.0,1175.0,1260.0,0.0,5720.0,29525.0,0.0,7065.0,6305.0,5420.0,2540.0,3815.0,1055.0,3365.0,520.0,8100.0,710.0,27765.0,5645.0,5145.0,4300.0,1870.0,2825.0,680.0,2210.0,210.0,2570.0,95.0,17550.0,1425.0,1165.0,1120.0,670.0,990.0,375.0,1155.0,310.0,5530.0,615.0,10220.0
"Alexandria city, Virginia",City,2008-2012,1340.0,5565.0,6905.0,1180.0,5030.0,6210.0,1550.0,4780.0,6330.0,1765.0,4580.0,6345.0,22570.0,16370.0,38940.0,28405.0,36325.0,64730.0,7245.0,14990.0,22235.0,21115.0,20835.0,41950.0,45.0,500.0,545.0,2520.0,6860.0,9380.0,25835.0,28965.0,54800.0,21215.0,21555.0,42770.0,4850.0,8655.0,13505.0,2295.0,5600.0,7895.0,45.0,515.0,560.0,5530.0,830.0,545.0,5200.0,1005.0,0.0,3780.0,2550.0,0.0,2870.0,3480.0,0.0,4855.0,34085.0,0.0,22235.0,41950.0,545.0,4355.0,710.0,500.0,4445.0,585.0,0.0,2985.0,1795.0,0.0,1805.0,2775.0,0.0,1400.0,14970.0,0.0,14990.0,20835.0,500.0,1175.0,120.0,45.0,755.0,420.0,0.0,795.0,755.0,0.0,1065.0,705.0,0.0,3455.0,19115.0,0.0,5455.0,4510.0,5185.0,2085.0,3535.0,495.0,2770.0,315.0,4460.0,495.0,21405.0,4280.0,3525.0,4425.0,1730.0,2740.0,250.0,1705.0,40.0,1105.0,55.0,14255.0,1170.0,980.0,760.0,355.0,795.0,245.0,1065.0,275.0,3355.0,440.0,7145.0
