geoname,sumlevel,year,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,B1,B2,B3,B4,B5,B6,B7,B8,B9,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E5,E6,E7,E9,E10,E11,E13,E14,E15,E17,E18,E19,E21,E22,E23,F1,F2,F3,F5,F6,F7,F9,F10,F11,F13,F14,F15,F17,F18,F19,F21,F22,F23,G1,G2,G3,G5,G6,G7,G9,G10,G11,G13,G14,G15,G17,G18,G19,H1,H2,H4,H5,H7,H8,H10,H11,H13,H14,H16,I1,I2,I4,I5,I7,I8,I10,I11,I13,I14,I16,J1,J2,J4,J5,J7,J8,J10,J11,J13,J14,J16
"Elgin city, Illinois",City,2017-2021,1490.0,2920.0,4410.0,2690.0,2005.0,4695.0,4525.0,2475.0,7000.0,3235.0,1755.0,4990.0,14780.0,2290.0,17070.0,26720.0,11450.0,38170.0,6450.0,5665.0,12115.0,20270.0,5785.0,26055.0,,,,3000.0,3315.0,6315.0,23720.0,8130.0,31850.0,20915.0,6480.0,27395.0,3515.0,2490.0,6005.0,2160.0,2330.0,4490.0,135.0,155.0,290.0,3645.0,765.0,,3350.0,1350.0,,3055.0,3950.0,,715.0,4275.0,,1350.0,15715.0,,12115.0,26055.0,,2355.0,565.0,,1635.0,375.0,,1060.0,1415.0,,170.0,1585.0,,445.0,1845.0,,5665.0,5785.0,,1290.0,200.0,,1715.0,975.0,,1995.0,2535.0,,545.0,2690.0,,905.0,13870.0,,3610.0,3005.0,3255.0,1270.0,2570.0,195.0,380.0,15.0,680.0,0.0,10495.0,2325.0,1885.0,1555.0,405.0,810.0,40.0,45.0,0.0,85.0,0.0,4820.0,1290.0,1125.0,1700.0,865.0,1760.0,155.0,335.0,15.0,590.0,0.0,5675.0
"Dallas city, Texas",City,2017-2021,24615.0,65465.0,90080.0,23315.0,51465.0,74780.0,35600.0,66095.0,101695.0,21080.0,32285.0,53365.0,108840.0,86385.0,195225.0,213445.0,301690.0,515140.0,58640.0,146395.0,205035.0,154810.0,155295.0,310105.0,,,,31570.0,82640.0,114210.0,181880.0,219050.0,400930.0,159315.0,160325.0,319640.0,28140.0,70625.0,98765.0,23610.0,60700.0,84310.0,2390.0,10045.0,12435.0,68735.0,21345.0,,58005.0,16780.0,,46810.0,54880.0,,13925.0,39440.0,,17565.0,177665.0,,205035.0,310105.0,,51200.0,14265.0,,45695.0,5775.0,,33875.0,32215.0,,8570.0,23715.0,,7060.0,79330.0,,146395.0,155295.0,,17535.0,7080.0,,12310.0,11005.0,,12935.0,22665.0,,5355.0,15725.0,,10505.0,98335.0,,66990.0,55495.0,54380.0,19220.0,39500.0,6235.0,10305.0,1530.0,11890.0,1830.0,183065.0,49865.0,42400.0,43300.0,14195.0,28575.0,3385.0,6150.0,495.0,3435.0,225.0,131325.0,17125.0,13095.0,11085.0,5025.0,10930.0,2850.0,4155.0,1035.0,8455.0,1605.0,51750.0
"Fort Worth city, Texas",City,2017-2021,11970.0,28190.0,40160.0,14910.0,23135.0,38045.0,26300.0,30960.0,57260.0,18360.0,15565.0,33925.0,108710.0,39775.0,148485.0,180245.0,137625.0,317870.0,43805.0,72200.0,116005.0,136440.0,65425.0,201865.0,,,,19115.0,39160.0,58275.0,161135.0,98465.0,259600.0,140775.0,68760.0,209535.0,25345.0,35075.0,60420.0,12880.0,31270.0,44150.0,1245.0,2520.0,3765.0,32435.0,7725.0,,29825.0,8220.0,,29830.0,27430.0,,11155.0,22770.0,,12765.0,135720.0,,116005.0,201865.0,,23725.0,4465.0,,20910.0,2225.0,,18755.0,12205.0,,4915.0,10650.0,,3895.0,35880.0,,72200.0,65425.0,,8710.0,3260.0,,8915.0,5995.0,,11075.0,15225.0,,6240.0,12120.0,,8870.0,99840.0,,31805.0,26780.0,28575.0,11980.0,26520.0,4130.0,8990.0,455.0,8680.0,810.0,104570.0,23365.0,20710.0,20335.0,7925.0,17100.0,2110.0,3620.0,165.0,1925.0,360.0,66345.0,8440.0,6070.0,8240.0,4055.0,9425.0,2020.0,5365.0,285.0,6755.0,450.0,38225.0
"Arlington city, Texas",City,2017-2021,4155.0,11820.0,15975.0,6125.0,11470.0,17595.0,10775.0,15850.0,26625.0,9080.0,6570.0,15650.0,44830.0,15585.0,60415.0,74965.0,61300.0,136265.0,16395.0,33490.0,49885.0,58570.0,27810.0,86380.0,,,,8625.0,18255.0,26880.0,66340.0,43045.0,109385.0,60600.0,28660.0,89260.0,8220.0,16580.0,24800.0,5700.0,14340.0,20040.0,445.0,1715.0,2160.0,12730.0,3245.0,,14760.0,2835.0,,14175.0,12450.0,,3905.0,11745.0,,4320.0,56095.0,,49885.0,86380.0,,9670.0,2150.0,,10670.0,800.0,,10055.0,5795.0,,1670.0,4900.0,,1425.0,14160.0,,33490.0,27810.0,,3060.0,1095.0,,4090.0,2035.0,,4120.0,6655.0,,2235.0,6845.0,,2895.0,41935.0,,12575.0,11155.0,14365.0,6530.0,12760.0,1975.0,3165.0,250.0,1980.0,135.0,44845.0,9515.0,8690.0,10400.0,4670.0,9145.0,935.0,1335.0,35.0,525.0,10.0,30920.0,3060.0,2465.0,3965.0,1860.0,3610.0,1035.0,1830.0,215.0,1455.0,125.0,13920.0
"Houston city, Texas",City,2017-2021,36215.0,114875.0,151090.0,34925.0,88760.0,123685.0,54665.0,104745.0,159410.0,34770.0,51335.0,86105.0,212590.0,146035.0,358625.0,373160.0,505745.0,878905.0,89890.0,264335.0,354225.0,283270.0,241410.0,524680.0,,,,48605.0,161670.0,210275.0,324555.0,344075.0,668630.0,290655.0,253565.0,544220.0,43015.0,118100.0,161115.0,35275.0,118745.0,154020.0,4210.0,15335.0,19545.0,119690.0,31395.0,,97490.0,26195.0,,78870.0,80535.0,,24145.0,61960.0,,34030.0,324590.0,,354225.0,524680.0,,93750.0,21125.0,,79500.0,9260.0,,59535.0,45205.0,,15985.0,35350.0,,15565.0,130470.0,,264335.0,241410.0,,25940.0,10270.0,,17990.0,16935.0,,19335.0,35330.0,,8160.0,26610.0,,18465.0,194120.0,,116630.0,99655.0,92360.0,36290.0,67170.0,12350.0,17810.0,2515.0,21170.0,3210.0,315140.0,91350.0,80760.0,75780.0,28875.0,50280.0,7510.0,11465.0,950.0,7970.0,650.0,236845.0,25275.0,18895.0,16580.0,7415.0,16890.0,4840.0,6345.0,1565.0,13200.0,2560.0,78290.0
"The Woodlands CDP, Texas",City,2017-2021,1300.0,1180.0,2480.0,1090.0,1185.0,2275.0,2030.0,1600.0,3630.0,1295.0,945.0,2240.0,24945.0,6530.0,31475.0,30660.0,11445.0,42105.0,5825.0,3835.0,9660.0,24835.0,7610.0,32445.0,,,,3025.0,2065.0,5090.0,27635.0,9375.0,37010.0,24645.0,7760.0,32405.0,2820.0,1840.0,4660.0,2930.0,1735.0,4665.0,255.0,115.0,370.0,1630.0,850.0,,1745.0,530.0,,2620.0,1010.0,,775.0,1470.0,,2885.0,28585.0,,9660.0,32445.0,,615.0,565.0,,870.0,315.0,,1315.0,285.0,,285.0,665.0,,750.0,5780.0,,3835.0,7610.0,,1015.0,285.0,,875.0,215.0,,1305.0,725.0,,490.0,805.0,,2135.0,22805.0,,1595.0,1530.0,1730.0,1210.0,2610.0,1030.0,760.0,60.0,2635.0,845.0,9330.0,580.0,540.0,855.0,580.0,1305.0,500.0,270.0,20.0,565.0,95.0,3575.0,1015.0,990.0,875.0,625.0,1305.0,525.0,490.0,40.0,2065.0,750.0,5750.0
"Sugar Land city, Texas",City,2017-2021,1285.0,815.0,2100.0,1080.0,540.0,1620.0,2055.0,925.0,2980.0,1915.0,705.0,2620.0,23690.0,4120.0,27810.0,30020.0,7105.0,37120.0,5865.0,3040.0,8905.0,24155.0,4060.0,28215.0,,,,3105.0,1755.0,4860.0,26915.0,5350.0,32265.0,24555.0,4260.0,28815.0,2860.0,1385.0,4245.0,2520.0,1400.0,3920.0,80.0,55.0,135.0,1830.0,270.0,,1325.0,295.0,,1965.0,1005.0,,1250.0,1375.0,,2540.0,25270.0,,8905.0,28215.0,,670.0,145.0,,495.0,50.0,,805.0,115.0,,495.0,210.0,,580.0,3540.0,,3040.0,4060.0,,1160.0,125.0,,830.0,245.0,,1160.0,890.0,,755.0,1165.0,,1960.0,21730.0,,1830.0,1755.0,1285.0,890.0,1910.0,645.0,1130.0,360.0,2015.0,275.0,8170.0,670.0,655.0,495.0,410.0,795.0,205.0,445.0,60.0,380.0,70.0,2785.0,1160.0,1100.0,790.0,480.0,1115.0,440.0,680.0,295.0,1635.0,205.0,5380.0
"Washington city, District of Columbia",City,2017-2021,10315.0,52440.0,62755.0,7640.0,23150.0,30790.0,6330.0,15090.0,21420.0,8285.0,14670.0,22955.0,96155.0,76035.0,172190.0,128720.0,181385.0,310105.0,29330.0,81915.0,111245.0,99390.0,99470.0,198860.0,,,,14455.0,46530.0,60985.0,114265.0,134855.0,249120.0,100100.0,99995.0,200095.0,15110.0,37985.0,53095.0,12370.0,37070.0,49440.0,1140.0,6325.0,7465.0,45395.0,17355.0,,22545.0,8245.0,,11615.0,9805.0,,10300.0,12655.0,,21380.0,150805.0,,111245.0,198860.0,,37625.0,14815.0,,17975.0,5175.0,,8560.0,6530.0,,6955.0,7715.0,,10795.0,65235.0,,81915.0,99470.0,,7770.0,2540.0,,4570.0,3070.0,,3055.0,3275.0,,3345.0,4940.0,,10585.0,85570.0,,44055.0,35725.0,21220.0,8510.0,10535.0,2225.0,9655.0,1570.0,17065.0,1405.0,102530.0,36370.0,29145.0,16770.0,5810.0,7715.0,1295.0,6360.0,625.0,7840.0,195.0,75055.0,7685.0,6580.0,4450.0,2700.0,2825.0,935.0,3295.0,945.0,9225.0,1210.0,27480.0
"Arlington CDP, Virginia",City,2017-2021,2140.0,9215.0,11355.0,1950.0,6155.0,8105.0,1515.0,4700.0,6215.0,2240.0,5755.0,7995.0,38460.0,37395.0,75855.0,46310.0,63220.0,109530.0,8360.0,24385.0,32745.0,37950.0,38835.0,76785.0,,,,3830.0,13640.0,17470.0,42480.0,49580.0,92060.0,38190.0,39765.0,77955.0,4580.0,11615.0,16195.0,3315.0,10520.0,13835.0,225.0,1320.0,1545.0,8735.0,2625.0,,6840.0,1265.0,,4540.0,1675.0,,4330.0,3665.0,,8300.0,67560.0,,32745.0,76785.0,,7020.0,2195.0,,5620.0,535.0,,3715.0,985.0,,3340.0,2415.0,,4690.0,32705.0,,24385.0,38835.0,,1715.0,430.0,,1220.0,730.0,,825.0,690.0,,990.0,1250.0,,3610.0,34855.0,,8700.0,7870.0,6650.0,3485.0,4305.0,1200.0,4085.0,725.0,6290.0,555.0,30030.0,6990.0,6370.0,5485.0,2870.0,3520.0,815.0,3095.0,445.0,3045.0,20.0,22135.0,1710.0,1500.0,1165.0,615.0,785.0,385.0,990.0,280.0,3245.0,535.0,7895.0
"Alexandria city, Virginia",City,2017-2021,1425.0,7980.0,9405.0,1520.0,5365.0,6885.0,1690.0,3495.0,5185.0,1640.0,5215.0,6855.0,25585.0,20310.0,45895.0,31855.0,42365.0,74225.0,6190.0,19065.0,25255.0,25670.0,23305.0,48975.0,,,,2190.0,10660.0,12850.0,29665.0,31705.0,61370.0,25680.0,24920.0,50600.0,4055.0,9065.0,13120.0,1905.0,8165.0,10070.0,210.0,210.0,420.0,8070.0,1330.0,,5695.0,1190.0,,3365.0,1825.0,,2955.0,3895.0,,5165.0,40735.0,,25255.0,48975.0,,6965.0,1015.0,,4720.0,645.0,,2360.0,1135.0,,2410.0,2805.0,,2610.0,17705.0,,19065.0,23305.0,,1105.0,315.0,,975.0,545.0,,1005.0,690.0,,545.0,1090.0,,2555.0,23030.0,,7965.0,6970.0,5610.0,2135.0,3060.0,480.0,2515.0,150.0,4050.0,345.0,23200.0,6855.0,6055.0,4645.0,1765.0,2055.0,230.0,2005.0,55.0,1670.0,60.0,17230.0,1110.0,915.0,965.0,370.0,1000.0,245.0,505.0,90.0,2380.0,285.0,5960.0
"Miami city, Florida",City,2017-2021,8280.0,39860.0,48140.0,7190.0,21640.0,28830.0,7515.0,24055.0,31570.0,4715.0,11265.0,15980.0,26820.0,30255.0,57075.0,54520.0,127075.0,181595.0,21635.0,79185.0,100820.0,32890.0,47890.0,80780.0,,,,12585.0,48740.0,61325.0,41935.0,78335.0,120270.0,34660.0,49635.0,84295.0,9480.0,33820.0,43300.0,9550.0,39940.0,49490.0,840.0,3675.0,4515.0,36935.0,11210.0,,23840.0,4985.0,,20230.0,11345.0,,7420.0,8555.0,,12390.0,44680.0,,100820.0,80780.0,,30880.0,8980.0,,19590.0,2050.0,,16560.0,7495.0,,5450.0,5810.0,,6700.0,23550.0,,79185.0,47890.0,,6055.0,2230.0,,4250.0,2935.0,,3670.0,3850.0,,1970.0,2745.0,,5690.0,21130.0,,36105.0,29275.0,23210.0,12920.0,18400.0,4805.0,6400.0,1165.0,8675.0,1320.0,92790.0,30125.0,25055.0,19150.0,10415.0,15090.0,3365.0,4695.0,815.0,4700.0,290.0,73760.0,5980.0,4220.0,4065.0,2510.0,3315.0,1445.0,1705.0,350.0,3965.0,1025.0,19030.0
"Fort Lauderdale city, Florida",City,2017-2021,3275.0,7555.0,10830.0,3750.0,5480.0,9230.0,6155.0,6705.0,12860.0,3655.0,3560.0,7215.0,25930.0,12590.0,38520.0,42765.0,35885.0,78650.0,13650.0,20470.0,34120.0,29115.0,15415.0,44530.0,,,,7230.0,11430.0,18660.0,35535.0,24455.0,59990.0,29165.0,15625.0,44790.0,6620.0,9795.0,16415.0,6465.0,9640.0,16105.0,515.0,830.0,1345.0,8585.0,2245.0,,8000.0,1225.0,,8625.0,4230.0,,3260.0,3960.0,,5650.0,32870.0,,34120.0,44530.0,,6180.0,1375.0,,5210.0,270.0,,5290.0,1415.0,,1870.0,1690.0,,1920.0,10670.0,,20470.0,15415.0,,2405.0,870.0,,2790.0,955.0,,3335.0,2815.0,,1390.0,2270.0,,3730.0,22200.0,,8495.0,7600.0,7855.0,4830.0,8425.0,2390.0,2700.0,500.0,5040.0,775.0,32515.0,6115.0,5510.0,5120.0,2965.0,5130.0,895.0,1425.0,120.0,1645.0,150.0,19435.0,2385.0,2095.0,2735.0,1865.0,3290.0,1495.0,1275.0,380.0,3400.0,630.0,13085.0
"West Palm Beach city, Florida",City,2017-2021,2970.0,5395.0,8365.0,2565.0,4080.0,6645.0,3050.0,5445.0,8495.0,2315.0,2625.0,4940.0,12710.0,6855.0,19565.0,23600.0,24400.0,48000.0,7690.0,14730.0,22420.0,15910.0,9670.0,25580.0,,,,4460.0,8070.0,12530.0,19140.0,16330.0,35470.0,16135.0,9930.0,26065.0,3295.0,7065.0,10360.0,3920.0,6885.0,10805.0,245.0,520.0,765.0,6850.0,1515.0,,5355.0,1290.0,,5685.0,2810.0,,2280.0,2650.0,,2250.0,17315.0,,22420.0,25580.0,,4375.0,1020.0,,3695.0,385.0,,4250.0,1195.0,,1375.0,1245.0,,1030.0,5825.0,,14730.0,9670.0,,2475.0,495.0,,1660.0,905.0,,1435.0,1615.0,,905.0,1405.0,,1220.0,11490.0,,6815.0,6110.0,5205.0,3180.0,5435.0,1015.0,2035.0,250.0,1680.0,250.0,21170.0,4345.0,4030.0,3580.0,2035.0,4095.0,660.0,1275.0,90.0,655.0,70.0,13950.0,2475.0,2080.0,1620.0,1145.0,1340.0,355.0,760.0,160.0,1020.0,180.0,7215.0
