geoname,sumlevel,year,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,B1,B2,B3,B4,B5,B6,B7,B8,B9,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E5,E6,E7,E9,E10,E11,E13,E14,E15,E17,E18,E19,E21,E22,E23,F1,F2,F3,F5,F6,F7,F9,F10,F11,F13,F14,F15,F17,F18,F19,F21,F22,F23,G1,G2,G3,G5,G6,G7,G9,G10,G11,G13,G14,G15,G17,G18,G19,H1,H2,H4,H5,H7,H8,H10,H11,H13,H14,H16,I1,I2,I4,I5,I7,I8,I10,I11,I13,I14,I16,J1,J2,J4,J5,J7,J8,J10,J11,J13,J14,J16
"Elgin city, Illinois",City,2016-2020,1645.0,3075.0,4720.0,3070.0,2120.0,5190.0,4770.0,2530.0,7300.0,3295.0,1585.0,4880.0,13035.0,1695.0,14730.0,25815.0,11010.0,36825.0,6620.0,5860.0,12480.0,19195.0,5150.0,24345.0,,,,3120.0,3425.0,6545.0,22695.0,7585.0,30280.0,19800.0,5710.0,25510.0,3575.0,2615.0,6190.0,2250.0,2520.0,4770.0,180.0,160.0,340.0,4005.0,715.0,,3770.0,1420.0,,2765.0,4535.0,,855.0,4025.0,,1085.0,13645.0,,12480.0,24345.0,,2605.0,470.0,,1780.0,340.0,,910.0,1620.0,,225.0,1360.0,,340.0,1355.0,,5860.0,5150.0,,1400.0,245.0,,1990.0,1080.0,,1855.0,2915.0,,630.0,2665.0,,745.0,12290.0,,3925.0,3170.0,3675.0,1215.0,2400.0,375.0,415.0,20.0,565.0,0.0,10980.0,2525.0,2000.0,1690.0,450.0,745.0,70.0,95.0,0.0,80.0,0.0,5135.0,1395.0,1165.0,1980.0,760.0,1655.0,305.0,315.0,20.0,480.0,0.0,5825.0
"Dallas city, Texas",City,2016-2020,26020.0,66540.0,92560.0,25395.0,55610.0,81005.0,36585.0,67170.0,103755.0,20145.0,31540.0,51685.0,108510.0,86970.0,195480.0,216660.0,307835.0,524500.0,59120.0,146950.0,206070.0,157540.0,160885.0,318425.0,,,,31525.0,82895.0,114420.0,185135.0,224940.0,410075.0,162235.0,167145.0,329380.0,28895.0,71575.0,100470.0,23095.0,59280.0,82375.0,2430.0,9845.0,12275.0,69730.0,22840.0,,61435.0,19570.0,,45080.0,58680.0,,12240.0,39445.0,,17590.0,177895.0,,206070.0,318425.0,,51710.0,14835.0,,48195.0,7415.0,,32025.0,35150.0,,7750.0,23790.0,,7275.0,79700.0,,146950.0,160885.0,,18020.0,8005.0,,13240.0,12155.0,,13055.0,23530.0,,4490.0,15655.0,,10315.0,98195.0,,68095.0,55195.0,56820.0,18090.0,37390.0,5970.0,8845.0,1385.0,11700.0,1740.0,182850.0,50665.0,41920.0,44930.0,13370.0,26350.0,3255.0,5395.0,505.0,3515.0,230.0,130855.0,17425.0,13270.0,11890.0,4720.0,11035.0,2715.0,3450.0,880.0,8190.0,1510.0,51990.0
"Fort Worth city, Texas",City,2016-2020,12860.0,28480.0,41340.0,15610.0,23475.0,39085.0,28175.0,28235.0,56410.0,17755.0,15000.0,32755.0,100595.0,37065.0,137660.0,174995.0,132255.0,307250.0,41375.0,66890.0,108265.0,133620.0,65365.0,198985.0,,,,18490.0,37050.0,55540.0,156505.0,95205.0,251710.0,137390.0,68820.0,206210.0,23720.0,31715.0,55435.0,12495.0,28885.0,41380.0,1385.0,2835.0,4220.0,33035.0,8310.0,,29045.0,10035.0,,26260.0,30155.0,,9200.0,23550.0,,10725.0,126935.0,,108265.0,198985.0,,23625.0,4860.0,,20230.0,3240.0,,14810.0,13430.0,,4470.0,10530.0,,3760.0,33305.0,,66890.0,65365.0,,9410.0,3450.0,,8815.0,6795.0,,11450.0,16725.0,,4730.0,13020.0,,6965.0,93630.0,,32380.0,26495.0,27630.0,10385.0,22540.0,3360.0,7100.0,345.0,7170.0,795.0,96820.0,23260.0,20030.0,19430.0,6785.0,12860.0,1565.0,3180.0,135.0,1870.0,370.0,60600.0,9120.0,6465.0,8200.0,3600.0,9675.0,1795.0,3920.0,210.0,5300.0,425.0,36215.0
"Arlington city, Texas",City,2016-2020,4440.0,12475.0,16915.0,6125.0,11295.0,17420.0,11420.0,14590.0,26010.0,9375.0,7020.0,16395.0,44025.0,14485.0,58510.0,75380.0,59860.0,135240.0,16525.0,31410.0,47935.0,58860.0,28450.0,87310.0,,,,8410.0,17760.0,26170.0,66975.0,42100.0,109075.0,60995.0,29985.0,90980.0,8490.0,15015.0,23505.0,5475.0,13470.0,18945.0,420.0,1390.0,1810.0,13950.0,2960.0,,14530.0,2890.0,,11880.0,14135.0,,3450.0,12940.0,,4125.0,54385.0,,47935.0,87310.0,,10610.0,1860.0,,10400.0,895.0,,7685.0,6905.0,,1360.0,5655.0,,1355.0,13130.0,,31410.0,28450.0,,3340.0,1100.0,,4130.0,1995.0,,4195.0,7230.0,,2090.0,7285.0,,2770.0,41255.0,,13730.0,11820.0,13960.0,5355.0,10405.0,1345.0,2570.0,235.0,1775.0,180.0,42440.0,10410.0,9240.0,9980.0,3635.0,6720.0,505.0,950.0,50.0,425.0,40.0,28485.0,3325.0,2585.0,3985.0,1725.0,3690.0,840.0,1620.0,185.0,1345.0,140.0,13965.0
"Houston city, Texas",City,2016-2020,36570.0,120095.0,156665.0,38245.0,88725.0,126970.0,57185.0,102540.0,159725.0,35520.0,49255.0,84775.0,207700.0,138995.0,346695.0,375220.0,499610.0,874825.0,88770.0,258585.0,347355.0,286450.0,241025.0,527475.0,,,,47325.0,157820.0,205145.0,327890.0,341785.0,669675.0,293565.0,252240.0,545805.0,43145.0,115050.0,158195.0,34255.0,116860.0,151115.0,4260.0,15465.0,19725.0,123870.0,32790.0,,97790.0,29180.0,,73500.0,86220.0,,21095.0,63680.0,,31095.0,315600.0,,347355.0,527475.0,,98690.0,21400.0,,78320.0,10405.0,,53915.0,48620.0,,13775.0,35480.0,,13880.0,125115.0,,258585.0,241025.0,,25180.0,11390.0,,19470.0,18775.0,,19585.0,37600.0,,7320.0,28200.0,,17215.0,190485.0,,120495.0,101290.0,92280.0,34550.0,61310.0,10305.0,15710.0,2090.0,19505.0,2880.0,309300.0,95965.0,83100.0,74450.0,26470.0,44290.0,5720.0,10295.0,850.0,6910.0,720.0,231910.0,24535.0,18190.0,17830.0,8080.0,17025.0,4585.0,5415.0,1240.0,12595.0,2160.0,77400.0
"The Woodlands CDP, Texas",City,2016-2020,1165.0,1310.0,2475.0,1060.0,1295.0,2355.0,2220.0,1530.0,3750.0,1295.0,860.0,2155.0,23945.0,6530.0,30475.0,29685.0,11525.0,41210.0,5545.0,3940.0,9485.0,24145.0,7580.0,31725.0,,,,2805.0,2250.0,5055.0,26880.0,9275.0,36155.0,24060.0,7865.0,31925.0,2735.0,1725.0,4460.0,2750.0,1850.0,4600.0,140.0,85.0,225.0,1815.0,660.0,,1835.0,520.0,,2475.0,1280.0,,560.0,1595.0,,2805.0,27670.0,,9485.0,31725.0,,790.0,520.0,,965.0,330.0,,1190.0,345.0,,275.0,580.0,,725.0,5805.0,,3940.0,7580.0,,1025.0,140.0,,870.0,190.0,,1285.0,935.0,,285.0,1015.0,,2080.0,21865.0,,1790.0,1580.0,1820.0,1365.0,2430.0,945.0,485.0,145.0,2540.0,565.0,9065.0,760.0,630.0,950.0,650.0,1160.0,460.0,215.0,95.0,490.0,15.0,3575.0,1025.0,945.0,870.0,720.0,1270.0,485.0,270.0,50.0,2050.0,550.0,5485.0
"Sugar Land city, Texas",City,2016-2020,1215.0,780.0,1995.0,1250.0,500.0,1750.0,2415.0,1250.0,3665.0,1965.0,525.0,2490.0,24695.0,4260.0,28955.0,31540.0,7310.0,38850.0,5825.0,3075.0,8900.0,25720.0,4235.0,29955.0,,,,3070.0,1760.0,4830.0,28470.0,5550.0,34020.0,25980.0,4395.0,30375.0,2840.0,1375.0,4215.0,2570.0,1490.0,4060.0,150.0,55.0,205.0,1750.0,250.0,,1370.0,380.0,,2480.0,1185.0,,935.0,1555.0,,2370.0,26580.0,,8900.0,29955.0,,715.0,65.0,,450.0,45.0,,1060.0,190.0,,340.0,185.0,,510.0,3745.0,,3075.0,4235.0,,1035.0,185.0,,920.0,335.0,,1420.0,995.0,,595.0,1370.0,,1860.0,22835.0,,1710.0,1640.0,1365.0,1000.0,2385.0,845.0,855.0,330.0,1965.0,240.0,8280.0,675.0,665.0,455.0,425.0,1060.0,320.0,315.0,25.0,360.0,55.0,2865.0,1030.0,975.0,910.0,575.0,1325.0,525.0,535.0,305.0,1610.0,190.0,5410.0
"Washington city, District of Columbia",City,2016-2020,10665.0,49435.0,60100.0,7245.0,20725.0,27970.0,7000.0,15760.0,22760.0,8440.0,14180.0,22620.0,89295.0,65555.0,154850.0,122650.0,165660.0,288305.0,27480.0,73395.0,100875.0,95170.0,92265.0,187435.0,,,,13950.0,41995.0,55945.0,108695.0,123665.0,232360.0,95780.0,92605.0,188385.0,13695.0,33610.0,47305.0,11970.0,33830.0,45800.0,1210.0,5615.0,6825.0,42905.0,17205.0,,19620.0,8350.0,,11435.0,11325.0,,8775.0,13850.0,,18135.0,136715.0,,100875.0,187435.0,,35015.0,14425.0,,15505.0,5220.0,,8300.0,7460.0,,5805.0,8380.0,,8770.0,56785.0,,73395.0,92265.0,,7890.0,2780.0,,4115.0,3130.0,,3135.0,3865.0,,2970.0,5470.0,,9365.0,79930.0,,41830.0,33230.0,18460.0,7815.0,10405.0,2110.0,8170.0,1420.0,14235.0,1220.0,93100.0,33980.0,26645.0,14580.0,5380.0,7390.0,1290.0,5245.0,395.0,6245.0,120.0,67440.0,7855.0,6585.0,3880.0,2435.0,3015.0,820.0,2925.0,1030.0,7990.0,1100.0,25665.0
"Arlington CDP, Virginia",City,2016-2020,2055.0,9525.0,11580.0,1945.0,6165.0,8110.0,2010.0,5350.0,7360.0,2410.0,5790.0,8200.0,37780.0,35565.0,73345.0,46205.0,62400.0,108605.0,8285.0,23910.0,32195.0,37920.0,38490.0,76410.0,,,,3705.0,13170.0,16875.0,42500.0,49230.0,91730.0,38160.0,39210.0,77370.0,4670.0,11690.0,16360.0,3145.0,10170.0,13315.0,225.0,1335.0,1560.0,8990.0,2590.0,,6635.0,1475.0,,5255.0,2105.0,,3990.0,4210.0,,7320.0,66025.0,,32195.0,76410.0,,7265.0,2260.0,,5460.0,705.0,,4255.0,1095.0,,3075.0,2715.0,,3850.0,31715.0,,23910.0,38490.0,,1725.0,330.0,,1175.0,770.0,,1000.0,1010.0,,915.0,1495.0,,3470.0,34310.0,,8910.0,8065.0,6430.0,3110.0,4995.0,1265.0,3885.0,400.0,5445.0,470.0,29665.0,7195.0,6585.0,5280.0,2515.0,4060.0,885.0,2995.0,165.0,2330.0,20.0,21860.0,1715.0,1480.0,1150.0,595.0,935.0,380.0,895.0,235.0,3120.0,455.0,7815.0
"Alexandria city, Virginia",City,2016-2020,1395.0,7565.0,8960.0,1530.0,5100.0,6630.0,1745.0,4445.0,6190.0,1870.0,4545.0,6415.0,24390.0,18700.0,43090.0,30930.0,40360.0,71290.0,6050.0,17855.0,23905.0,24885.0,22500.0,47385.0,,,,2230.0,9695.0,11925.0,28705.0,30660.0,59365.0,24940.0,23900.0,48840.0,3830.0,8755.0,12585.0,2030.0,7455.0,9485.0,125.0,245.0,370.0,7625.0,1340.0,,5580.0,1045.0,,3775.0,2415.0,,2605.0,3810.0,,4320.0,38770.0,,23905.0,47385.0,,6500.0,1070.0,,4585.0,515.0,,2805.0,1640.0,,1870.0,2675.0,,2100.0,16600.0,,17855.0,22500.0,,1125.0,270.0,,995.0,530.0,,970.0,775.0,,735.0,1135.0,,2220.0,22170.0,,7510.0,6560.0,5495.0,1985.0,3415.0,530.0,2380.0,180.0,3275.0,230.0,22075.0,6385.0,5575.0,4510.0,1585.0,2450.0,245.0,1645.0,15.0,1220.0,35.0,16210.0,1125.0,985.0,990.0,405.0,965.0,285.0,730.0,160.0,2050.0,195.0,5860.0
"Miami city, Florida",City,2016-2020,9735.0,42055.0,51790.0,7275.0,22745.0,30020.0,7655.0,23075.0,30730.0,4630.0,10040.0,14670.0,25585.0,27880.0,53465.0,54880.0,125800.0,180675.0,21390.0,77965.0,99355.0,33490.0,47835.0,81325.0,,,,12915.0,48000.0,60915.0,41965.0,77795.0,119760.0,34900.0,49130.0,84030.0,8965.0,33465.0,42430.0,10060.0,39320.0,49380.0,945.0,3890.0,4835.0,39305.0,12485.0,,24885.0,5130.0,,18345.0,12385.0,,6130.0,8545.0,,10685.0,42780.0,,99355.0,81325.0,,32440.0,9620.0,,20565.0,2175.0,,14820.0,8255.0,,4415.0,5630.0,,5725.0,22155.0,,77965.0,47835.0,,6865.0,2865.0,,4320.0,2955.0,,3525.0,4130.0,,1715.0,2915.0,,4960.0,20625.0,,38505.0,31610.0,23885.0,11445.0,16635.0,4040.0,5090.0,1145.0,7690.0,1135.0,91805.0,31705.0,26405.0,19775.0,9030.0,13425.0,2750.0,3690.0,855.0,4190.0,280.0,72785.0,6800.0,5205.0,4110.0,2415.0,3210.0,1290.0,1400.0,290.0,3505.0,860.0,19025.0
"Fort Lauderdale city, Florida",City,2016-2020,3385.0,7580.0,10965.0,3790.0,5255.0,9045.0,5725.0,7035.0,12760.0,3745.0,3385.0,7130.0,23740.0,11325.0,35065.0,40390.0,34580.0,74970.0,12850.0,19155.0,32005.0,27540.0,15425.0,42965.0,,,,6720.0,10580.0,17300.0,33670.0,24000.0,57670.0,27710.0,15670.0,43380.0,6390.0,9230.0,15620.0,5890.0,8895.0,14785.0,405.0,790.0,1195.0,8760.0,2205.0,,7645.0,1400.0,,7740.0,5020.0,,3170.0,3960.0,,4685.0,30380.0,,32005.0,42965.0,,6190.0,1390.0,,4935.0,320.0,,4775.0,2260.0,,1705.0,1680.0,,1550.0,9775.0,,19155.0,15425.0,,2570.0,815.0,,2710.0,1080.0,,2965.0,2760.0,,1465.0,2280.0,,3135.0,20605.0,,8665.0,7555.0,7520.0,4045.0,7495.0,2065.0,2595.0,505.0,4120.0,610.0,30395.0,6135.0,5410.0,4860.0,2455.0,4595.0,795.0,1265.0,120.0,1270.0,115.0,18125.0,2530.0,2145.0,2655.0,1590.0,2910.0,1275.0,1335.0,385.0,2850.0,495.0,12280.0
"West Palm Beach city, Florida",City,2016-2020,2750.0,5290.0,8040.0,2300.0,4075.0,6375.0,3110.0,5080.0,8190.0,1920.0,2355.0,4275.0,11045.0,5920.0,16965.0,21130.0,22720.0,43850.0,6660.0,13365.0,20025.0,14465.0,9355.0,23820.0,,,,3820.0,7540.0,11360.0,17310.0,15180.0,32490.0,14635.0,9645.0,24280.0,2910.0,6215.0,9125.0,3400.0,6275.0,9675.0,185.0,585.0,770.0,6460.0,1575.0,,5075.0,1300.0,,5230.0,2960.0,,1530.0,2740.0,,1725.0,15240.0,,20025.0,23820.0,,4200.0,1085.0,,3635.0,440.0,,3700.0,1380.0,,1070.0,1285.0,,760.0,5160.0,,13365.0,9355.0,,2260.0,490.0,,1440.0,860.0,,1530.0,1580.0,,460.0,1455.0,,965.0,10080.0,,6420.0,5600.0,4915.0,2795.0,4860.0,925.0,1285.0,145.0,1310.0,200.0,18790.0,4160.0,3660.0,3510.0,1935.0,3460.0,530.0,910.0,110.0,450.0,40.0,12490.0,2260.0,1940.0,1410.0,865.0,1400.0,395.0,380.0,40.0,860.0,160.0,6310.0
